date,open,high,low,close,adj close,volume
1996-10-08,579.429993,592.650024,579.429993,590.109985,590.109985,0
1996-10-09,590.109985,590.830017,582.210022,583.140015,583.140015,0
1996-10-10,583.239990,584.609985,578.270020,584.609985,584.609985,0
1996-10-11,584.909973,585.869995,582.440002,584.320007,584.320007,0
1996-10-14,584.289978,584.289978,580.609985,584.030029,584.030029,0
1996-10-15,584.070007,584.580017,573.729980,578.849976,578.849976,0
1996-10-16,577.369995,577.369995,560.440002,560.549988,560.549988,0
1996-10-17,560.669983,569.719971,560.669983,569.719971,569.719971,0
1996-10-18,570.210022,573.400024,569.030029,569.650024,569.650024,0
1996-10-21,569.750000,569.969971,556.909973,557.419983,557.419983,0
1996-10-22,557.169983,557.419983,547.940002,557.330017,557.330017,0
1996-10-23,554.979980,560.979980,547.510010,560.979980,560.979980,0
1996-10-24,561.090027,566.099976,560.150024,560.979980,560.979980,0
1996-10-25,560.979980,561.119995,558.369995,559.570007,559.570007,0
1996-10-28,559.570007,563.270020,559.570007,562.219971,562.219971,0
1996-10-29,562.469971,571.030029,562.419983,570.159973,570.159973,0
1996-10-30,570.650024,571.429993,567.950012,570.229980,570.229980,0
1996-10-31,569.979980,571.179993,566.630005,570.450012,570.450012,0
1996-11-01,570.309998,574.299988,569.929993,573.900024,573.900024,0
1996-11-04,573.900024,582.859985,573.900024,582.260010,582.260010,0
1996-11-05,582.390015,586.940002,582.390015,583.530029,583.530029,0
1996-11-06,583.669983,584.169983,577.869995,579.729980,579.729980,0
1996-11-07,580.520020,583.880005,577.039978,583.289978,583.289978,0
1996-11-08,583.140015,583.140015,579.229980,579.359985,579.359985,0
1996-11-11,579.590027,587.619995,578.580017,587.599976,587.599976,0
1996-11-12,587.909973,596.609985,587.909973,592.969971,592.969971,0
1996-11-13,593.059998,598.719971,593.059998,597.049988,597.049988,0
1996-11-14,597.320007,605.340027,597.049988,605.239990,605.239990,0
1996-11-15,605.239990,609.200012,602.770020,603.210022,603.210022,0
1996-11-18,603.690002,609.280029,603.690002,609.280029,609.280029,0
1996-11-19,609.280029,609.690002,606.289978,607.190002,607.190002,0
1996-11-20,607.080017,607.080017,597.059998,602.719971,602.719971,0
1996-11-21,602.719971,605.700012,602.359985,603.030029,603.030029,0
1996-11-22,603.080017,607.460022,603.080017,607.059998,607.059998,0
1996-11-25,607.059998,611.280029,606.960022,606.960022,606.960022,0
1996-11-26,607.099976,611.000000,606.210022,610.559998,610.559998,0
1996-11-27,610.599976,612.159973,602.190002,603.659973,603.659973,0
1996-11-28,603.659973,604.289978,600.669983,603.580017,603.580017,0
1996-11-29,603.890015,618.130005,603.890015,617.030029,617.030029,0
1996-12-02,617.030029,628.619995,615.130005,628.619995,628.619995,0
1996-12-03,628.659973,640.440002,628.659973,635.650024,635.650024,0
1996-12-04,635.559998,635.650024,623.599976,628.760010,628.760010,0
1996-12-05,628.849976,636.770020,627.070007,636.580017,636.580017,0
1996-12-06,635.820007,636.109985,626.390015,626.530029,626.530029,0
1996-12-09,626.590027,628.289978,626.530029,627.000000,627.000000,0
1996-12-10,627.000000,634.260010,627.000000,632.309998,632.309998,0
1996-12-11,632.309998,632.309998,608.750000,608.979980,608.979980,0
1996-12-12,607.830017,607.830017,592.440002,592.820007,592.820007,0
1996-12-13,593.530029,600.429993,593.530029,600.429993,600.429993,0
1996-12-16,600.429993,601.270020,599.750000,600.200012,600.200012,0
1996-12-17,600.549988,612.679993,600.429993,612.679993,612.679993,0
1996-12-18,612.859985,620.400024,612.859985,617.780029,617.780029,0
1996-12-19,614.780029,626.909973,614.780029,626.299988,626.299988,0
1996-12-20,626.440002,628.390015,621.590027,628.000000,628.000000,0
1996-12-23,628.150024,638.359985,628.150024,638.260010,638.260010,0
1996-12-24,638.260010,642.109985,638.260010,642.109985,642.109985,0
1996-12-25,null,null,null,null,null,null
1996-12-26,642.109985,650.340027,642.109985,650.039978,650.039978,0
1996-12-27,650.150024,657.489990,649.359985,650.229980,650.229980,0
1996-12-30,650.229980,650.809998,647.590027,649.369995,649.369995,0
1996-12-31,null,null,null,null,null,null
1997-01-01,null,null,null,null,null,null
1997-01-02,null,null,null,null,null,null
1997-01-03,639.599976,652.549988,639.599976,651.830017,651.830017,0
1997-01-06,651.830017,662.030029,651.830017,656.979980,656.979980,0
1997-01-07,656.979980,663.489990,656.979980,663.489990,663.489990,0
1997-01-08,664.020020,671.599976,663.719971,664.580017,664.580017,0
1997-01-09,664.469971,672.169983,664.469971,672.169983,672.169983,0
1997-01-10,672.210022,674.929993,670.539978,670.929993,670.929993,0
1997-01-13,674.929993,678.440002,670.080017,674.380005,674.380005,0
1997-01-14,674.830017,690.500000,674.830017,688.390015,688.390015,0
1997-01-15,688.390015,691.960022,685.099976,691.729980,691.729980,0
1997-01-16,691.729980,698.039978,682.750000,686.039978,686.039978,0
1997-01-17,686.429993,687.239990,679.500000,680.979980,680.979980,0
1997-01-20,681.250000,686.559998,678.630005,686.559998,686.559998,0
1997-01-21,686.739990,693.080017,686.020020,686.609985,686.609985,0
1997-01-22,686.609985,688.530029,678.820007,679.469971,679.469971,0
1997-01-23,679.570007,683.039978,677.150024,677.289978,677.289978,0
1997-01-24,676.950012,676.950012,658.840027,661.950012,661.950012,0
1997-01-27,661.580017,661.580017,652.849976,656.510010,656.510010,0
1997-01-28,657.239990,673.609985,657.239990,666.299988,666.299988,0
1997-01-29,666.070007,677.260010,666.070007,676.890015,676.890015,0
1997-01-30,677.780029,689.210022,677.780029,689.210022,689.210022,0
1997-01-31,690.840027,694.820007,690.090027,692.510010,692.510010,0
1997-02-03,693.059998,706.219971,693.059998,706.190002,706.190002,0
1997-02-04,705.890015,709.219971,701.969971,707.510010,707.510010,0
