underlying,underlying_last,optionroot,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,ivbid,ivask,delta,gamma
MELI,50.02,QMB080322C00070000,call,03/22/2008,01/23/2008,70.0,2.5,2.2,2.95,81,170,0.9369,1.0534,0.2518,0.0163
MELI,50.02,QMB080322P00070000,put,03/22/2008,01/23/2008,70.0,23.5,22.0,22.8,10,122,0.9288,1.0535,-0.7405,0.0162
MELI,50.02,QMB080322C00075000,call,03/22/2008,01/23/2008,75.0,2.1,1.45,2.15,1,240,0.9077,1.0341,0.1914,0.0142
MELI,50.02,QMB080322P00075000,put,03/22/2008,01/23/2008,75.0,27.4,26.3,27.2,19,123,0.9134,1.0728,-0.7969,0.0142
MELI,50.02,QMB080322C00080000,call,03/22/2008,01/23/2008,80.0,1.2,1.0,1.45,6,178,0.8981,0.997,0.1428,0.012
MELI,50.02,QMB080322P00080000,put,03/22/2008,01/23/2008,80.0,25.0,30.7,31.6,0,132,0.877,1.0675,-0.8416,0.0122
MELI,50.02,QMB080322C00085000,call,03/22/2008,01/23/2008,85.0,1.0,0.55,1.05,1,189,0.848,0.9884,0.1054,0.0098
MELI,50.02,QMB080322P00085000,put,03/22/2008,01/23/2008,85.0,29.6,35.3,36.8,0,40,0.8461,1.1948,-0.8759,0.0102
MELI,50.02,QMB080322C00090000,call,03/22/2008,01/23/2008,90.0,1.0,0.4,0.8,0,261,0.8575,0.9934,0.0774,0.0079
MELI,50.02,QMB080322P00090000,put,03/22/2008,01/23/2008,90.0,34.7,39.1,41.4,0,10,0.0,1.2002,-0.9015,0.0085
MELI,50.02,QMB080322C00095000,call,03/22/2008,01/23/2008,95.0,0.0,0.2,0.6,0,33,0.8124,0.9928,0.0572,0.0063
MELI,50.02,QMB080322P00095000,put,03/22/2008,01/23/2008,95.0,0.0,44.1,46.2,0,0,0.0,1.2341,-0.9203,0.0071
MELI,50.02,QMB080322C00100000,call,03/22/2008,01/23/2008,100.0,0.95,0.1,0.5,0,65,0.7803,1.0131,0.0428,0.005
MELI,50.02,QMB080322P00100000,put,03/22/2008,01/23/2008,100.0,39.5,49.6,50.5,0,21,0.0,1.1275,-0.9339,0.006
MELI,50.02,QMB080322C00105000,call,03/22/2008,01/23/2008,105.0,0.3,0.0,0.4,0,197,0.0,1.0227,0.0328,0.004
MELI,50.02,QMB080322P00105000,put,03/22/2008,01/23/2008,105.0,44.1,54.2,55.4,0,5,0.0,1.162,-0.9436,0.0051
MELI,50.02,QMB080322C00110000,call,03/22/2008,01/23/2008,110.0,0.55,0.0,0.3,0,40,0.0,1.0197,0.0258,0.0032
MELI,50.02,QMB080322P00110000,put,03/22/2008,01/23/2008,110.0,0.0,58.6,61.1,0,0,0.0,1.4128,-0.9544,0.0042
MELI,50.02,QMB080322C00115000,call,03/22/2008,01/23/2008,115.0,0.5,0.0,0.3,0,108,0.0,1.0649,0.0211,0.0027
MELI,50.02,QMB080322P00115000,put,03/22/2008,01/23/2008,115.0,0.0,63.6,66.8,0,0,0.0,1.624,-0.963,0.0035
MELI,50.02,QMB080621C00020000,call,06/21/2008,01/23/2008,20.0,0.0,30.1,32.2,0,0,0.7564,1.4478,0.9414,0.0029
MELI,50.02,QMB080621P00020000,put,06/21/2008,01/23/2008,20.0,0.0,0.8,1.3,0,0,1.0574,1.2088,-0.051,0.0029
MELI,50.02,QMB080621C00022500,call,06/21/2008,01/23/2008,22.5,0.0,28.4,30.1,0,0,0.9746,1.3646,0.9233,0.0037
MELI,50.02,QMB080621P00022500,put,06/21/2008,01/23/2008,22.5,0.0,1.25,1.85,0,0,1.0631,1.2041,-0.0693,0.0037
MELI,50.02,QMB080621C00025000,call,06/21/2008,01/23/2008,25.0,27.2,26.1,28.3,0,18,0.9064,1.3365,0.9029,0.0045
MELI,50.02,QMB080621P00025000,put,06/21/2008,01/23/2008,25.0,1.2,1.8,2.45,0,63,1.0641,1.1892,-0.0899,0.0045
MELI,50.02,QMB080621C00030000,call,06/21/2008,01/23/2008,30.0,41.0,22.2,24.7,0,30,0.8921,1.2565,0.8561,0.0062
MELI,50.02,QMB080621P00030000,put,06/21/2008,01/23/2008,30.0,2.2,3.2,3.9,0,21,1.0596,1.1594,-0.13699999999999998,0.0062
MELI,50.02,QMB080621C00035000,call,06/21/2008,01/23/2008,35.0,21.6,19.1,21.4,0,31,0.9252,1.1929,0.8031,0.0079
MELI,50.02,QMB080621P00035000,put,06/21/2008,01/23/2008,35.0,5.7,4.9,5.7,11,192,1.0409,1.1333,-0.1898,0.0078
MELI,50.02,QMB080621C00040000,call,06/21/2008,01/23/2008,40.0,18.2,16.5,18.6,0,69,0.9507,1.1605,0.746,0.0094
MELI,50.02,QMB080621P00040000,put,06/21/2008,01/23/2008,40.0,8.4,6.6,7.9,1,160,0.9871,1.1166,-0.2461,0.0092
MELI,50.02,QMB080621C00045000,call,06/21/2008,01/23/2008,45.0,14.0,14.2,15.8,11,86,0.9617,1.1046,0.6866,0.0106
MELI,50.02,QMB080621P00045000,put,06/21/2008,01/23/2008,45.0,10.1,9.0,10.9,2,94,0.9741,1.1447,-0.3041,0.0103
MELI,50.02,QMB080621C00050000,call,06/21/2008,01/23/2008,50.0,12.4,12.1,13.2,0,98,0.9577,1.0495,0.6264,0.0116
MELI,50.02,QMB080621P00050000,put,06/21/2008,01/23/2008,50.0,12.5,11.7,13.5,0,179,0.9592,1.11,-0.36200000000000004,0.0112
MELI,50.02,QMB080621C00055000,call,06/21/2008,01/23/2008,55.0,9.0,10.3,11.9,18,227,0.9535,1.0815,0.5670000000000001,0.0123
MELI,50.02,QMB080621P00055000,put,06/21/2008,01/23/2008,55.0,15.8,14.9,16.8,0,54,0.9614,1.1145,-0.4187,0.0118
MELI,50.02,QMB080621C00060000,call,06/21/2008,01/23/2008,60.0,9.6,8.1,9.7,6,642,0.8971,1.0235,0.5094,0.0127
MELI,50.02,QMB080621P00060000,put,06/21/2008,01/23/2008,60.0,19.6,18.0,20.1,0,90,0.9348,1.101,-0.473,0.0121
MELI,50.02,QMB080621C00065000,call,06/21/2008,01/23/2008,65.0,7.5,6.9,8.3,0,100,0.9017,1.0124,0.4546,0.0128
MELI,50.02,QMB080621P00065000,put,06/21/2008,01/23/2008,65.0,24.1,21.5,23.9,0,11,0.9218,1.1119,-0.5242,0.0122
MELI,50.02,QMB080621C00070000,call,06/21/2008,01/23/2008,70.0,6.3,5.8,7.1,10,163,0.8974,1.003,0.4033,0.0127
MELI,50.02,QMB080621P00070000,put,06/21/2008,01/23/2008,70.0,14.2,25.0,27.9,0,10,0.8921,1.1256,-0.5718,0.0121
MELI,50.02,QMB080621C00075000,call,06/21/2008,01/23/2008,75.0,5.5,4.4,6.0,20,106,0.8525,0.9884,0.35600000000000004,0.0124
MELI,50.02,QMB080621P00075000,put,06/21/2008,01/23/2008,75.0,30.0,29.1,31.7,10,16,0.8971,1.1122,-0.6154,0.0119
MELI,50.02,QMB080621C00080000,call,06/21/2008,01/23/2008,80.0,4.7,3.7,5.1,1,68,0.8536,0.9786,0.3129,0.0119
MELI,50.02,QMB080621P00080000,put,06/21/2008,01/23/2008,80.0,34.0,33.2,34.6,10,1,0.8899,1.0125,-0.6549,0.0115
MELI,50.02,QMB080621C00085000,call,06/21/2008,01/23/2008,85.0,4.2,3.1,4.4,1,40,0.8529,0.9758,0.2742,0.0113
MELI,50.02,QMB080621P00085000,put,06/21/2008,01/23/2008,85.0,38.3,37.4,39.3,20,0,0.8798,1.0535,-0.6903,0.011000000000000001
MELI,50.02,QMB080621C00090000,call,06/21/2008,01/23/2008,90.0,4.0,2.55,3.8,0,76,0.8469,0.9731,0.2397,0.0106
MELI,50.02,QMB080621P00090000,put,06/21/2008,01/23/2008,90.0,0.0,41.8,44.5,0,0,0.8788,1.1324,-0.7218,0.0105
MELI,50.02,QMB080621C00095000,call,06/21/2008,01/23/2008,95.0,3.0,2.45,3.2,0,52,0.882,0.9619,0.2095,0.0099
MELI,50.02,QMB080621P00095000,put,06/21/2008,01/23/2008,95.0,0.0,45.9,48.9,0,0,0.833,1.1364,-0.7495,0.0099
MELI,50.02,QMB080621C00100000,call,06/21/2008,01/23/2008,100.0,2.5,2.05,2.8,0,353,0.8767,0.9634,0.1831,0.0092
MELI,50.02,QMB080621P00100000,put,06/21/2008,01/23/2008,100.0,0.0,50.4,53.5,0,0,0.8204,1.1533,-0.7738,0.0093
MELI,50.02,QMB080621C00105000,call,06/21/2008,01/23/2008,105.0,3.9,1.3,2.55,0,47,0.8126,0.9756,0.1602,0.0084
MELI,50.02,QMB080621P00105000,put,06/21/2008,01/23/2008,105.0,50.3,55.0,58.0,0,10,0.8116,1.1563,-0.7948,0.0088
MELI,50.02,QMB080621C00110000,call,06/21/2008,01/23/2008,110.0,2.8,1.25,2.05,0,45,0.8393,0.9526,0.1406,0.0078
MELI,50.02,QMB080621P00110000,put,06/21/2008,01/23/2008,110.0,49.0,60.0,62.5,0,1,0.8584,1.1545,-0.813,0.0082
MELI,50.02,QMB080621C00115000,call,06/21/2008,01/23/2008,115.0,1.9,1.25,1.8,0,54,0.8717,0.9539,0.124,0.0071
MELI,50.02,QMB080621P00115000,put,06/21/2008,01/23/2008,115.0,62.6,64.6,67.1,0,12,0.8382,1.1584,-0.8285,0.0077
MELI,50.02,QMB080621C00120000,call,06/21/2008,01/23/2008,120.0,1.65,1.0,1.6,0,76,0.8588,0.9575,0.1099,0.0065
MELI,50.02,QMB080621P00120000,put,06/21/2008,01/23/2008,120.0,69.0,69.2,71.9,0,1,0.805,1.18,-0.8418,0.0073
MELI,50.02,QMB080621C00125000,call,06/21/2008,01/23/2008,125.0,1.5,0.6,1.45,0,70,0.8019,0.9635,0.0979,0.006
MELI,50.02,QMB080621P00125000,put,06/21/2008,01/23/2008,125.0,0.0,74.0,76.8,0,0,0.8043,1.2101,-0.853,0.0068
MELI,50.02,QMB080621C00130000,call,06/21/2008,01/23/2008,130.0,1.25,0.6,1.3,0,59,0.8272,0.9672,0.08800000000000001,0.0055
MELI,50.02,QMB080621P00130000,put,06/21/2008,01/23/2008,130.0,0.0,78.9,81.6,0,0,0.8246,1.2275,-0.8624,0.0064
MELI,50.02,QMB080920C00040000,call,09/20/2008,01/23/2008,40.0,0.0,18.9,21.3,0,0,0.9223,1.1134,0.7545,0.0074
MELI,50.02,QMB080920P00040000,put,09/20/2008,01/23/2008,40.0,0.0,9.6,11.0,0,0,1.0313,1.1440000000000001,-0.2353,0.0069
MELI,50.02,QMB080920C00045000,call,09/20/2008,01/23/2008,45.0,0.0,17.0,19.1,0,0,0.9426,1.0948,0.7077,0.0082
MELI,50.02,QMB080920P00045000,put,09/20/2008,01/23/2008,45.0,0.0,12.0,13.9,0,0,1.0005,1.1402,-0.2802,0.0078
MELI,50.02,QMB080920C00050000,call,09/20/2008,01/23/2008,50.0,0.0,15.1,17.0,0,0,0.9413,1.0711,0.6612,0.0089
MELI,50.02,QMB080920P00050000,put,09/20/2008,01/23/2008,50.0,0.0,14.6,16.8,0,0,0.9702,1.1214,-0.325,0.0084
MELI,50.02,QMB080920C00055000,call,09/20/2008,01/23/2008,55.0,11.7,12.9,15.2,1,0,0.9053,1.0551,0.6155,0.0094
MELI,50.02,QMB080920P00055000,put,09/20/2008,01/23/2008,55.0,0.0,17.6,20.0,0,0,0.9540000000000001,1.1116,-0.3689,0.009000000000000001
MELI,50.02,QMB080920C00060000,call,09/20/2008,01/23/2008,60.0,0.0,11.4,13.6,0,0,0.9022,1.0415,0.5705,0.0098
MELI,50.02,QMB080920P00060000,put,09/20/2008,01/23/2008,60.0,0.0,20.8,23.3,0,0,0.9388,1.0979999999999999,-0.41100000000000003,0.0093
MELI,50.02,QMB080920C00065000,call,09/20/2008,01/23/2008,65.0,9.1,10.0,12.2,8,5,0.8938,1.0312,0.5265,0.0101
MELI,50.02,QMB080920P00065000,put,09/20/2008,01/23/2008,65.0,0.0,24.5,26.8,0,0,0.9441,1.0883,-0.4506,0.0096
MELI,50.02,OXA090117C00025000,call,01/17/2009,01/23/2008,25.0,29.5,29.0,31.3,0,2,0.9079999999999999,1.1552,0.8802,0.0037
MELI,50.02,OXA090117P00025000,put,01/17/2009,01/23/2008,25.0,0.0,4.0,5.7,0,0,0.9622,1.1436,-0.1113,0.0036
MELI,50.02,OXA090117C00030000,call,01/17/2009,01/23/2008,30.0,0.0,25.6,28.8,0,0,0.8613,1.1425,0.8428,0.0046
MELI,50.02,OXA090117P00030000,put,01/17/2009,01/23/2008,30.0,7.0,6.1,8.0,0,10,0.9656,1.1321,-0.1479,0.0044
MELI,50.02,OXA090117C00035000,call,01/17/2009,01/23/2008,35.0,0.0,23.7,26.2,0,0,0.9153,1.1034,0.8041,0.0054
MELI,50.02,OXA090117P00035000,put,01/17/2009,01/23/2008,35.0,0.0,8.4,10.3,0,0,0.958,1.1019,-0.1852,0.0052
MELI,50.02,OXA090117C00040000,call,01/17/2009,01/23/2008,40.0,22.8,20.7,23.8,0,12,0.8626,1.071,0.7648,0.0062
MELI,50.02,OXA090117P00040000,put,01/17/2009,01/23/2008,40.0,11.54,10.9,13.0,0,40,0.9463,1.0888,-0.2226,0.0059
MELI,50.02,OXA090117C00045000,call,01/17/2009,01/23/2008,45.0,18.5,18.6,21.9,10,20,0.8576,1.0614,0.7254,0.0068
MELI,50.02,OXA090117P00045000,put,01/17/2009,01/23/2008,45.0,14.5,13.6,16.1,0,26,0.9336,1.0897,-0.2596,0.0064
MELI,50.02,OXA090117C00050000,call,01/17/2009,01/23/2008,50.0,17.2,16.6,20.0,0,23,0.8454,1.0419,0.6866,0.0073
MELI,50.02,OXA090117P00050000,put,01/17/2009,01/23/2008,50.0,0.0,16.6,19.3,0,0,0.9273,1.0857,-0.2956,0.0069
MELI,50.02,OXA090117C00055000,call,01/17/2009,01/23/2008,55.0,23.6,15.5,18.3,0,2,0.8716,1.0264,0.6485,0.0078
MELI,50.02,OXA090117P00055000,put,01/17/2009,01/23/2008,55.0,0.0,19.6,22.8,0,0,0.9112,1.0903,-0.3304,0.0073
MELI,50.02,OXA090117C00060000,call,01/17/2009,01/23/2008,60.0,13.1,13.6,16.8,0,29,0.8446,1.0151,0.6114,0.0082
MELI,50.02,OXA090117P00060000,put,01/17/2009,01/23/2008,60.0,20.0,23.3,26.0,0,5,0.9246,1.0705,-0.3637,0.0075
MELI,50.02,OXA090117C00065000,call,01/17/2009,01/23/2008,65.0,13.1,12.2,15.5,3,111,0.8364,1.0083,0.5757,0.0084
MELI,50.02,OXA090117P00065000,put,01/17/2009,01/23/2008,65.0,0.0,26.6,29.9,0,0,0.909,1.083,-0.3953,0.0078
MELI,50.02,OXA090117C00070000,call,01/17/2009,01/23/2008,70.0,24.4,11.0,14.3,0,49,0.8315,1.0011,0.5414,0.0086
MELI,50.02,OXA090117P00070000,put,01/17/2009,01/23/2008,70.0,0.0,30.3,33.5,0,0,0.9079,1.0738,-0.4252,0.0079
MELI,50.02,OXA090117C00075000,call,01/17/2009,01/23/2008,75.0,10.0,10.1,13.0,0,36,0.8357,0.9838,0.5087,0.0088
MELI,50.02,OXA090117P00075000,put,01/17/2009,01/23/2008,75.0,0.0,34.1,37.3,0,0,0.9063,1.0704,-0.4532,0.008
MELI,50.02,OXA090117C00080000,call,01/17/2009,01/23/2008,80.0,8.9,9.1,12.1,0,30,0.8294,0.9826,0.4777,0.0088
MELI,50.02,OXA090117P00080000,put,01/17/2009,01/23/2008,80.0,0.0,38.1,41.2,0,0,0.9098,1.068,-0.4792,0.0081
MELI,50.02,OXA090117C00090000,call,01/17/2009,01/23/2008,90.0,11.6,7.3,10.4,0,4,0.813,0.9737,0.42100000000000004,0.0088
MELI,50.02,OXA090117P00090000,put,01/17/2009,01/23/2008,90.0,0.0,46.2,49.5,0,0,0.9094,1.0783,-0.5255,0.008
MELI,50.02,OXA090117C00100000,call,01/17/2009,01/23/2008,100.0,7.1,6.0,8.9,0,20,0.8059,0.9618,0.3715,0.0086
MELI,50.02,OXA090117P00100000,put,01/17/2009,01/23/2008,100.0,0.0,54.6,57.9,0,0,0.9107,1.0819,-0.5641,0.0079
MELI,50.02,OXA090117C00110000,call,01/17/2009,01/23/2008,110.0,9.1,5.7,7.7,0,11,0.8438,0.9546,0.3292,0.0082
MELI,50.02,OXA090117P00110000,put,01/17/2009,01/23/2008,110.0,0.0,63.3,66.6,0,0,0.917,1.0915,-0.5955,0.0076
MELI,50.02,OXA090117C00120000,call,01/17/2009,01/23/2008,120.0,5.1,4.3,6.5,0,66,0.8076,0.9376,0.2936,0.0079
MELI,50.02,OXA090117P00120000,put,01/17/2009,01/23/2008,120.0,0.0,72.5,75.5,0,0,0.9424,1.1041,-0.6201,0.0074
MELI,50.02,OXA090117C00130000,call,01/17/2009,01/23/2008,130.0,4.5,3.7,5.7,0,31,0.8103,0.9348,0.2643,0.0074
MELI,50.02,OXA090117P00130000,put,01/17/2009,01/23/2008,130.0,0.0,82.1,84.6,0,0,0.9847,1.1211,-0.6386,0.0071
MELI,50.02,WCX100116C00030000,call,01/16/2010,01/23/2008,30.0,0.0,30.1,32.9,0,0,0.8911,1.0784,0.8453,0.0031
MELI,50.02,WCX100116P00030000,put,01/16/2010,01/23/2008,30.0,0.0,9.2,11.1,0,0,0.9073,1.0338,-0.1328,0.0031
MELI,50.02,WCX100116C00040000,call,01/16/2010,01/23/2008,40.0,27.0,26.3,29.2,4,136,0.8781,1.0338,0.7924,0.0039
MELI,50.02,WCX100116P00040000,put,01/16/2010,01/23/2008,40.0,13.0,15.1,17.2,0,2,0.9146,1.028,-0.1842,0.0039
MELI,50.02,WCX100116C00045000,call,01/16/2010,01/23/2008,45.0,0.0,24.2,27.7,0,0,0.8505,1.0237,0.7665,0.0043
MELI,50.02,WCX100116P00045000,put,01/16/2010,01/23/2008,45.0,0.0,17.8,20.4,0,0,0.8924,1.0221,-0.2088,0.0042
MELI,50.02,WCX100116C00050000,call,01/16/2010,01/23/2008,50.0,23.0,23.1,26.1,2,30,0.8645,1.0043,0.7409,0.0046
MELI,50.02,WCX100116P00050000,put,01/16/2010,01/23/2008,50.0,0.0,21.1,23.7,0,0,0.8939,1.016,-0.2323,0.0045
MELI,50.02,WCX100116C00055000,call,01/16/2010,01/23/2008,55.0,0.0,21.2,24.8,0,0,0.8373,0.9959,0.716,0.0049
MELI,50.02,WCX100116P00055000,put,01/16/2010,01/23/2008,55.0,19.9,24.5,27.2,0,5,0.8942,1.015,-0.2546,0.0047
MELI,50.02,WCX100116C00060000,call,01/16/2010,01/23/2008,60.0,28.0,20.4,23.6,0,25,0.8528,0.9886,0.6917,0.0052
MELI,50.02,WCX100116P00060000,put,01/16/2010,01/23/2008,60.0,26.7,28.4,30.8,0,4,0.9109,1.0146,-0.2757,0.0049
MELI,50.02,WCX100116C00065000,call,01/16/2010,01/23/2008,65.0,20.5,19.2,22.2,2,5,0.8474,0.97,0.6682,0.0054
MELI,50.02,WCX100116P00065000,put,01/16/2010,01/23/2008,65.0,24.0,31.6,34.5,0,1,0.8943,1.0151,-0.2955,0.0051
MELI,50.02,WCX100116C00070000,call,01/16/2010,01/23/2008,70.0,18.0,18.2,21.3,0,32,0.8466,0.97,0.6456,0.0056
MELI,50.02,WCX100116P00070000,put,01/16/2010,01/23/2008,70.0,0.0,35.3,38.3,0,0,0.8952,1.0169,-0.3139,0.0052
MELI,50.02,WCX100116C00075000,call,01/16/2010,01/23/2008,75.0,40.0,16.7,20.2,0,18,0.8238,0.9595,0.6239,0.0058
MELI,50.02,WCX100116P00075000,put,01/16/2010,01/23/2008,75.0,0.0,39.0,42.2,0,0,0.8932,1.0202,-0.3308,0.0053
MELI,50.02,WCX100116C00080000,call,01/16/2010,01/23/2008,80.0,18.2,16.2,19.2,15,52,0.8366,0.951,0.6033,0.0059
MELI,50.02,WCX100116P00080000,put,01/16/2010,01/23/2008,80.0,0.0,42.8,46.1,0,0,0.8927,1.0212,-0.3463,0.0054
MELI,50.02,WCX100116C00100000,call,01/16/2010,01/23/2008,100.0,0.0,13.4,16.0,0,0,0.8357,0.9309,0.5319,0.0062
MELI,50.02,WCX100116P00100000,put,01/16/2010,01/23/2008,100.0,0.0,60.5,62.5,0,0,0.9634,1.0386,-0.3934,0.0054
PZE,11.43,PZE080216C00010000,call,02/16/2008,01/23/2008,10.0,2.8,1.5,1.85,0,35,0.4019,0.8838,0.8236,0.1413
PZE,11.43,PZE080216P00010000,put,02/16/2008,01/23/2008,10.0,0.35,0.1,0.4,4,0,0.5053,0.8894,-0.195,0.1367
PZE,11.43,PZE080216C00012500,call,02/16/2008,01/23/2008,12.5,0.43,0.15,0.45,2,10,0.4232,0.7256,0.3094,0.2033
PZE,11.43,PZE080216P00012500,put,02/16/2008,01/23/2008,12.5,1.55,1.25,1.55,2,116,0.4911,0.7823,-0.6779,0.1955
PZE,11.43,PZE080216C00015000,call,02/16/2008,01/23/2008,15.0,0.0,0.0,0.2,0,7,0.0,0.9422,0.09300000000000001,0.0766
PZE,11.43,PZE080216P00015000,put,02/16/2008,01/23/2008,15.0,0.0,3.4,3.9,0,0,0.0,1.157,-0.945,0.0607
PZE,11.43,PZE080216C00017500,call,02/16/2008,01/23/2008,17.5,0.0,0.0,0.2,0,0,0.0,1.2757,0.0807,0.0476
PZE,11.43,PZE080216P00017500,put,02/16/2008,01/23/2008,17.5,0.0,5.9,6.5,0,0,0.0,1.6539,-0.9947,0.0082
PZE,11.43,PZE080322C00010000,call,03/22/2008,01/23/2008,10.0,0.0,1.8,2.1,0,0,0.5034,0.7138,0.757,0.1125
PZE,11.43,PZE080322P00010000,put,03/22/2008,01/23/2008,10.0,0.0,0.35,0.75,0,0,0.5346,0.8081,-0.2561,0.1049
PZE,11.43,PZE080322C00012500,call,03/22/2008,01/23/2008,12.5,0.0,0.6,0.75,0,0,0.5377,0.6225,0.40399999999999997,0.1461
PZE,11.43,PZE080322P00012500,put,03/22/2008,01/23/2008,12.5,0.0,1.6,1.9,0,0,0.5423,0.7106,-0.5821,0.1364
PZE,11.43,PZE080322C00015000,call,03/22/2008,01/23/2008,15.0,0.0,0.05,0.35,0,0,0.4148,0.7137,0.1436,0.0878
PZE,11.43,PZE080322P00015000,put,03/22/2008,01/23/2008,15.0,0.0,3.5,4.0,0,0,0.3594,0.8351,-0.8396,0.0893
PZE,11.43,PZE080419C00010000,call,04/19/2008,01/23/2008,10.0,0.0,2.05,2.3,0,0,0.5482,0.6855,0.7349,0.0959
PZE,11.43,PZE080419P00010000,put,04/19/2008,01/23/2008,10.0,0.35,0.6,0.95,0,1,0.5885,0.7774,-0.2749,0.0884
PZE,11.43,PZE080419C00012500,call,04/19/2008,01/23/2008,12.5,2.0,0.7,1.1,0,55,0.483,0.6656,0.4436,0.1221
PZE,11.43,PZE080419P00012500,put,04/19/2008,01/23/2008,12.5,2.15,1.8,2.15,1,31,0.5498,0.7087,-0.5403,0.1113
PZE,11.43,PZE080419C00015000,call,04/19/2008,01/23/2008,15.0,0.4,0.2,0.55,0,41,0.4816,0.6969,0.2156,0.0906
PZE,11.43,PZE080419P00015000,put,04/19/2008,01/23/2008,15.0,3.3,3.7,4.3,0,10,0.5298,0.8601,-0.7339,0.0865
PZE,11.43,PZE080419C00017500,call,04/19/2008,01/23/2008,17.5,0.45,0.0,0.3,0,56,0.0,0.7353,0.1056,0.0536
PZE,11.43,PZE080419P00017500,put,04/19/2008,01/23/2008,17.5,0.0,5.9,6.7,0,0,0.0,1.0327,-0.8084,0.0611
PZE,11.43,PZE080719C00010000,call,07/19/2008,01/23/2008,10.0,2.25,2.35,2.75,10,20,0.475,0.625,0.7223,0.0764
PZE,11.43,PZE080719P00010000,put,07/19/2008,01/23/2008,10.0,0.0,0.85,1.3,0,0,0.52,0.6872,-0.2832,0.0704
PZE,11.43,PZE080719C00012500,call,07/19/2008,01/23/2008,12.5,1.3,1.3,1.5,5,15,0.5142,0.5772,0.5012,0.0922
PZE,11.43,PZE080719P00012500,put,07/19/2008,01/23/2008,12.5,1.8,2.1,2.6,0,15,0.5035,0.6609,-0.488,0.0858
PZE,11.43,PZE080719C00015000,call,07/19/2008,01/23/2008,15.0,0.95,0.45,0.85,0,53,0.4385,0.5837,0.2992,0.0848
PZE,11.43,PZE080719P00015000,put,07/19/2008,01/23/2008,15.0,3.2,3.8,4.5,0,5,0.4625,0.7047,-0.6627,0.0787
PZE,11.43,PZE080719C00017500,call,07/19/2008,01/23/2008,17.5,0.4,0.05,0.5,0,12,0.3309,0.5972,0.1358,0.0591
PZE,11.43,PZE080719P00017500,put,07/19/2008,01/23/2008,17.5,0.0,5.9,6.7,0,0,0.425,0.7727,-0.7779,0.0623
TS,37.54,TSW080216C00035000,call,02/16/2008,01/23/2008,35.0,2.45,3.2,3.6,0,29,0.4363,0.5649,0.7316,0.0684
TS,37.54,TSW080216P00035000,put,02/16/2008,01/23/2008,35.0,1.2,0.8,0.95,0,123,0.4943,0.5421,-0.27399999999999997,0.0663
TS,37.54,TSW080216C00040000,call,02/16/2008,01/23/2008,40.0,0.55,0.65,0.95,44,319,0.4027,0.4923,0.3024,0.0851
TS,37.54,TSW080216P00040000,put,02/16/2008,01/23/2008,40.0,3.95,3.1,3.4,0,225,0.4146,0.5037,-0.6983,0.0856
TS,37.54,TSW080216C00045000,call,02/16/2008,01/23/2008,45.0,0.15,0.05,0.15,0,382,0.3854,0.4792,0.0626,0.0289
TS,37.54,TSW080216P00045000,put,02/16/2008,01/23/2008,45.0,8.6,7.4,7.9,0,161,0.2557,0.6661,-0.9156,0.0327
TS,37.54,TSW080216C00050000,call,02/16/2008,01/23/2008,50.0,0.1,0.0,0.1,0,46,0.0,0.6299,0.0249,0.011000000000000001
TS,37.54,TSW080216P00050000,put,02/16/2008,01/23/2008,50.0,0.0,12.3,12.9,0,0,0.0,0.9119,-0.9279,0.0197
TS,37.54,TSW080322C00030000,call,03/22/2008,01/23/2008,30.0,6.8,7.8,8.4,53,40,0.3794,0.6056,0.8946,0.0244
TS,37.54,TSW080322P00030000,put,03/22/2008,01/23/2008,30.0,0.6,0.5,0.65,54,0,0.5283,0.5768,-0.1095,0.0246
TS,37.54,TSW080322C00035000,call,03/22/2008,01/23/2008,35.0,3.0,4.1,4.5,20,147,0.4407,0.516,0.6883,0.0508
TS,37.54,TSW080322P00035000,put,03/22/2008,01/23/2008,35.0,1.7,1.6,1.8,72,3272,0.4758,0.5132,-0.3178,0.0475
TS,37.54,TSW080322C00040000,call,03/22/2008,01/23/2008,40.0,1.2,1.55,1.85,56,884,0.4112,0.4632,0.4033,0.0578
TS,37.54,TSW080322P00040000,put,03/22/2008,01/23/2008,40.0,5.5,4.0,4.4,12,1978,0.4402,0.5088,-0.5734,0.0511
TS,37.54,TSW080322C00045000,call,03/22/2008,01/23/2008,45.0,0.55,0.5,0.65,129,1784,0.41600000000000004,0.4547,0.1806,0.0396
TS,37.54,TSW080322P00045000,put,03/22/2008,01/23/2008,45.0,10.0,7.7,8.4,5,3200,0.4015,0.5666,-0.7604,0.0381
TS,37.54,TSW080322C00050000,call,03/22/2008,01/23/2008,50.0,0.2,0.15,0.2,5,2583,0.4269,0.4533,0.0706,0.0199
TS,37.54,TSW080322P00050000,put,03/22/2008,01/23/2008,50.0,13.8,12.4,13.2,0,225,0.4426,0.6990000000000001,-0.8596,0.0251
TS,37.54,TSW080322C00055000,call,03/22/2008,01/23/2008,55.0,0.1,0.0,0.1,0,1748,0.0,0.4983,0.0292,0.0093
TS,37.54,TSW080322P00055000,put,03/22/2008,01/23/2008,55.0,10.2,17.3,18.1,0,129,0.5062,0.8202,-0.9043,0.0171
TS,37.54,TSW080322C00060000,call,03/22/2008,01/23/2008,60.0,0.1,0.0,0.1,0,537,0.0,0.5883,0.0149,0.0049
