Fecha,Total,"Al Sector
 Privado y Otros",Al Tesoro Nacional,Adelantos Transitorios,Transferencia de Utilidades ,Resto,Pases,LELIQ,Redescuentos y Adelantos,"Intereses, Primas y Remun. Ctas. Ctes.",LEBAC y NOBAC,Rescate de Cuasimonedas,Otros,"Billetes y Monedas en Poder del Público
(1)","Billetes y Monedas en Entidades
(2)","Cheques Cancelatorios
(3)","Base Monetaria	Cuenta 
Corriente 
en el BCRA 
(4)","Base Monetaria más cuasimonedas        
Cuasimonedas Total
(5) = (1+2+3+4)","Base Monetaria más cuasimonedas        
Cuasimonedas
(6)","Base Monetaria más cuasimonedas	Total 
(7) = (5+6)","Billetes y Monedas en Poder del Público
(8)","Billetes y Monedas en Entidades
(9)","Cheques Cancelatorios
(10)","Cuenta Corriente 
en el BCRA
(11)",Saldo diario total,"Cuasimonedas
(13)","Total 
(14) = (12+13)"
2-Jan-03,151,98.8,0,0,0,-6,30,0,-28,-50,84,0,22,-5,104,0,52,151,0,151,"16,444","2,457",0,"10,401","29,302","7,814","37,116"
3-Jan-03,58,207,0,0,0,-2,0,0,0,0,-148,0,1,47,-41,0,52,58,0,58,"16,491","2,416",0,"10,453","29,360","7,814","37,174"
6-Jan-03,164,172,0,0,0,-8,0,0,0,1,0,0,-1,23,7,0,133,164,0,164,"16,514","2,423",0,"10,586","29,524","7,814","37,338"
7-Jan-03,343,339,0,0,0,-5,0,0,0,11,0,0,-2,39,-6,0,310,343,0,343,"16,554","2,417",0,"10,896","29,867","7,814","37,681"
8-Jan-03,91,151,0,0,0,-9,1,0,0,0,-53,0,1,43,-59,0,106,91,0,91,"16,597","2,358",0,"11,003","29,958","7,814","37,772"
9-Jan-03,31,26,-476,0,476,-1,0,0,0,0,0,0,5,18,35,0,-23,31,0,31,"16,615","2,393",0,"10,980","29,988","7,814","37,802"
10-Jan-03,-309,-25,0,0,0,-7,0,0,0,0,-254,0,-22,2,-3,0,-308,-309,0,-309,"16,618","2,390",0,"10,672","29,680","7,814","37,494"
13-Jan-03,98,86,0,0,0,-7,0,0,0,1,0,0,18,-78,55,0,121,98,0,98,"16,540","2,445",0,"10,793","29,778","7,814","37,592"
14-Jan-03,111,122,-53,53,0,-10,0,0,0,0,0,0,-1,-54,-35,0,200,111,0,111,"16,486","2,410",0,"10,993","29,889","7,814","37,703"
15-Jan-03,-8,113,0,0,0,-3,0,0,0,4,-121,0,0,-48,-60,0,101,-8,0,-8,"16,438","2,350",0,"11,093","29,881","7,814","37,695"
16-Jan-03,35,52,0,0,0,-16,0,0,-1,0,0,0,0,-40,-1,0,76,35,0,35,"16,398","2,349",0,"11,169","29,917","7,814","37,731"
17-Jan-03,-576,48,0,0,0,-497,0,0,0,1,-129,0,1,9,-34,0,-550,-576,0,-576,"16,407","2,315",0,"10,619","29,341","7,814","37,155"
20-Jan-03,51,-3,0,0,0,52,1,0,0,1,0,0,0,-45,39,0,57,51,0,51,"16,362","2,354",0,"10,676","29,392","7,814","37,206"
21-Jan-03,203,161,0,0,0,7,35,0,0,0,0,0,-1,-9,-53,0,265,203,0,203,"16,353","2,301",0,"10,940","29,594","7,814","37,408"
22-Jan-03,-21,39,0,0,0,-84,-1,0,0,0,-48,0,72,10,-36,0,5,-21,0,-21,"16,363","2,265",0,"10,945","29,573","7,814","37,387"
23-Jan-03,38,31,"-3,617","3,617",0,4,0,0,-3,6,0,0,0,-46,9,0,75,38,0,38,"16,318","2,274",0,"11,020","29,611","7,814","37,425"
24-Jan-03,21,58,0,0,0,0,-1,0,0,3,-39,0,1,-52,-8,0,81,21,0,21,"16,266","2,266",0,"11,100","29,632","7,814","37,446"
27-Jan-03,-31,-28,0,0,0,-6,0,0,0,1,0,0,1,-96,43,0,22,-31,0,-31,"16,170","2,309",0,"11,122","29,601","7,814","37,415"
28-Jan-03,12,11,0,0,0,2,2,0,-3,0,0,0,1,-84,-5,0,101,12,0,12,"16,085","2,304",0,"11,223","29,613","7,814","37,427"
29-Jan-03,21,-1,0,0,0,2,1,0,0,0,15,0,4,-20,29,0,12,21,0,21,"16,065","2,333",0,"11,236","29,634","7,814","37,448"
30-Jan-03,13,22,0,0,0,3,0,0,-9,0,0,0,-3,10,51,0,-48,13,0,13,"16,075","2,384",0,"11,187","29,646","7,814","37,460"
31-Jan-03,-155,23,0,0,0,-69,0,0,3,-104,-72,0,65,99,25,0,-279,-155,0,-155,"16,175","2,409",0,"10,908","29,492","7,814","37,306"
3-Feb-03,-325,33,-120,120,0,-355,0,0,0,1,0,0,-3,85,-64,0,-346,-325,0,-325,"16,260","2,345",0,"10,562","29,167","7,814","36,981"
4-Feb-03,50,55,0,0,0,-7,0,0,0,0,0,0,2,53,30,0,-34,50,0,50,"16,313","2,375",0,"10,528","29,217","7,814","37,031"
5-Feb-03,-30,44,0,0,0,-8,0,0,0,0,-62,0,-5,96,-54,0,-73,-30,0,-30,"16,410","2,321",0,"10,455","29,186","7,814","37,000"
6-Feb-03,27,28,0,0,0,-7,1,0,0,0,0,0,4,127,-48,0,-52,27,0,27,"16,537","2,273",0,"10,404","29,214","7,814","37,028"
7-Feb-03,-26,60,0,0,0,-6,0,0,0,-9,-69,0,-3,162,-21,0,-167,-26,0,-26,"16,699","2,252",0,"10,237","29,188","7,814","37,002"
10-Feb-03,-438,72,-520,0,0,-3,0,0,0,1,0,0,12,33,86,0,-557,-438,0,-438,"16,732","2,338",0,"9,680","28,750","7,814","36,564"
11-Feb-03,58,68,0,0,0,-7,-2,0,0,0,0,0,-1,-29,-58,0,145,58,0,58,"16,703","2,280",0,"9,825","28,808","7,814","36,622"
12-Feb-03,114,63,0,0,0,-7,0,0,0,0,34,0,24,-71,-29,0,215,114,0,114,"16,631","2,251",0,"10,040","28,922","7,814","36,736"
13-Feb-03,43,50,0,0,0,-7,0,0,0,0,0,0,-1,-5,-5,0,53,43,0,43,"16,626","2,246",0,"10,093","28,965","7,814","36,779"
14-Feb-03,62,24,120,0,0,-7,0,0,-1,0,-73,0,-1,15,-14,0,61,62,0,62,"16,641","2,232",0,"10,153","29,026","7,814","36,840"
17-Feb-03,-2,-2,0,0,0,-3,0,0,0,1,0,0,2,-59,68,0,-11,-2,0,-2,"16,582","2,300",0,"10,143","29,025","7,814","36,839"
18-Feb-03,59,71,0,0,0,-10,0,0,0,0,0,0,-2,-37,-1,0,97,59,0,59,"16,544","2,299",0,"10,240","29,083","7,814","36,897"
19-Feb-03,82,62,0,0,0,51,-36,0,26,-19,0,0,-2,22,-53,0,114,82,0,82,"16,566","2,246",0,"10,353","29,165","7,814","36,979"
20-Feb-03,810,34,800,0,0,-6,0,0,-19,0,0,0,1,28,-49,0,831,810,0,810,"16,594","2,197",0,"11,184","29,976","7,814","37,790"
21-Feb-03,52,98,0,0,0,5,0,0,0,0,-52,0,0,24,-11,0,38,52,0,52,"16,619","2,186",0,"11,223","30,027","7,814","37,841"
24-Feb-03,24,45,0,0,0,3,0,0,-35,10,0,0,0,-38,31,0,31,24,0,24,"16,580","2,217",0,"11,254","30,051","7,814","37,865"
25-Feb-03,78,63,0,0,0,-10,25,0,0,0,0,0,-1,-119,63,0,134,78,0,78,"16,461","2,280",0,"11,387","30,129","7,814","37,943"
26-Feb-03,-12,26,0,0,0,-7,0,0,0,2,-39,0,7,-52,10,0,30,-12,0,-12,"16,409","2,290",0,"11,418","30,117","7,814","37,931"
27-Feb-03,10,17,0,0,0,-3,0,0,0,2,0,0,-5,31,18,0,-39,10,0,10,"16,440","2,308",0,"11,379","30,127","7,814","37,941"
28-Feb-03,37,14,800,"-1,000",200,-37,0,0,-20,-111,144,0,46,92,47,0,-102,37,0,37,"16,532","2,355",0,"11,277","30,164","7,814","37,978"
3-Mar-03,43,-8,0,0,0,1,-6,0,-7,1,0,0,62,155,-21,0,-92,43,0,43,"16,687","2,334",0,"11,185","30,206","7,814","38,020"
4-Mar-03,40,21,0,0,0,-6,0,0,-2,17,0,0,10,77,-7,0,-30,40,0,40,"16,764","2,327",0,"11,155","30,246","7,814","38,060"
5-Mar-03,-36,30,0,0,0,-6,0,0,-3,0,-55,0,-1,103,-57,0,-82,-36,-140,-176,"16,867","2,270",0,"11,073","30,210","7,674","37,884"
6-Mar-03,19,18,0,0,0,-3,0,0,0,0,0,0,4,136,28,0,-145,19,0,19,"17,003","2,298",0,"10,928","30,229","7,674","37,903"
7-Mar-03,-44,2,0,0,0,-4,-1,0,0,4,-46,0,0,189,-41,0,-192,-44,0,-44,"17,192","2,257",0,"10,736","30,184","7,674","37,858"
10-Mar-03,70,83,0,0,0,-5,-3,0,-5,1,0,0,-2,66,31,0,-27,70,0,70,"17,258","2,288",0,"10,709","30,255","7,674","37,929"
11-Mar-03,-19,15,0,0,0,-7,0,0,-6,0,0,0,-21,1,-43,0,23,-19,0,-19,"17,259","2,245",0,"10,731","30,236","7,674","37,910"
12-Mar-03,102,6,0,0,0,-6,0,0,0,0,85,0,17,-32,-40,0,174,102,0,102,"17,227","2,205",0,"10,905","30,337","7,674","38,011"
13-Mar-03,-16,-5,0,0,0,-8,0,0,0,0,0,0,-2,-24,-11,0,19,-16,0,-16,"17,203","2,194",0,"10,924","30,321","7,674","37,995"
14-Mar-03,-20,-22,0,0,0,-4,9,0,-1,0,-2,0,0,-3,-3,0,-14,-20,0,-20,"17,200","2,191",0,"10,910","30,301","7,674","37,975"
17-Mar-03,53,59,0,0,0,1,-2,0,-4,1,0,0,-2,-90,57,0,85,53,0,53,"17,110","2,248",0,"10,996","30,354","7,674","38,028"
18-Mar-03,12,37,0,0,0,-12,-9,0,-4,0,0,0,0,-66,-11,0,89,12,0,12,"17,044","2,237",0,"11,085","30,366","7,674","38,040"
19-Mar-03,41,-10,0,0,0,51,0,0,0,0,1,0,0,-62,-39,0,142,41,0,41,"16,982","2,198",0,"11,227","30,407","7,674","38,081"
20-Mar-03,62,70,0,0,0,-7,0,0,0,0,0,0,-1,38,-11,0,35,62,0,62,"17,020","2,187",0,"11,262","30,469","7,674","38,143"
21-Mar-03,29,3,0,0,0,2,0,0,0,0,24,0,-1,43,-34,0,21,29,0,29,"17,063","2,153",0,"11,282","30,499","7,674","38,173"
24-Mar-03,74,64,0,0,0,-1,0,0,-2,1,0,0,11,-92,76,0,90,74,0,74,"16,971","2,229",0,"11,373","30,572","7,674","38,246"
25-Mar-03,26,57,0,0,0,-19,0,0,0,-9,0,0,-3,-78,-16,0,120,26,0,26,"16,893","2,213",0,"11,492","30,599","7,674","38,273"
26-Mar-03,14,51,0,0,0,-5,0,0,0,0,-32,0,1,-40,32,0,21,14,0,14,"16,854","2,245",0,"11,514","30,612","7,674","38,286"
27-Mar-03,51,58,0,0,0,-8,0,0,0,0,0,0,1,43,75,0,-68,51,0,51,"16,897","2,320",0,"11,446","30,663","7,674","38,337"
28-Mar-03,5,4,564,-612,88,3,0,0,1,-95,0,0,50,120,80,0,-195,5,0,5,"17,017","2,400",0,"11,251","30,667","7,674","38,341"
1-Apr-03,6,9,0,0,0,2,0,0,-3,1,0,0,-4,110,10,0,-115,6,0,6,"17,127","2,410",0,"11,136","30,673","7,674","38,347"
2-Apr-03,-11,26,0,0,0,-10,0,0,0,0,-28,0,0,62,-24,0,-49,-11,0,-11,"17,189","2,386",0,"11,087","30,662","7,674","38,336"
3-Apr-03,113,96,0,0,0,5,0,0,0,1,10,0,2,119,53,0,-59,113,0,113,"17,309","2,439",0,"11,028","30,776","7,674","38,450"
4-Apr-03,-72,8,0,0,0,-8,1,0,0,0,-73,0,0,159,-91,0,-140,-72,0,-72,"17,468","2,348",0,"10,888","30,704","7,674","38,378"
7-Apr-03,30,32,0,0,0,-7,0,0,0,0,0,0,6,136,5,0,-110,30,0,30,"17,604","2,353",0,"10,777","30,734","7,674","38,408"
8-Apr-03,9,18,0,0,0,-7,-4,0,0,0,0,0,2,20,53,0,-65,9,0,9,"17,624","2,406",0,"10,713","30,743","7,674","38,417"
9-Apr-03,98,9,79,0,0,-6,0,0,0,0,14,0,1,34,-11,0,75,98,0,98,"17,658","2,395",0,"10,788","30,841","7,674","38,515"
10-Apr-03,60,63,0,0,0,-7,1,0,0,0,0,0,3,31,-3,0,31,60,0,60,"17,690","2,392",0,"10,819","30,901","7,674","38,575"
11-Apr-03,-50,47,0,0,0,-7,1,0,-8,0,-63,0,-21,79,-46,0,-83,-50,0,-50,"17,768","2,346",0,"10,736","30,850","7,674","38,524"
14-Apr-03,13,12,0,0,0,-9,0,0,-6,1,0,0,15,-28,88,0,-46,13,0,13,"17,740","2,434",0,"10,690","30,864","7,674","38,538"
15-Apr-03,3,5,0,0,0,-4,1,0,0,0,0,0,2,-18,87,0,-67,3,0,3,"17,722","2,521",0,"10,623","30,866","7,674","38,540"
16-Apr-03,-14,7,0,0,0,-6,3,0,0,0,-18,0,0,53,-72,0,5,-14,0,-14,"17,775","2,449",0,"10,628","30,852","7,674","38,526"
21-Apr-03,22,27,0,0,0,-5,-1,0,-4,1,0,0,3,-191,141,0,72,22,0,22,"17,584","2,590",0,"10,701","30,875","7,674","38,549"
22-Apr-03,180,118,0,0,0,64,0,0,0,0,0,0,-2,-46,-135,0,362,180,0,180,"17,538","2,455",0,"11,062","31,055","7,674","38,729"
23-Apr-03,-42,137,0,0,0,-4,0,0,-50,0,-124,0,-1,-55,-109,0,122,-42,0,-42,"17,483","2,346",0,"11,184","31,013","7,674","38,687"
24-Apr-03,28,27,0,0,0,-2,1,0,0,0,0,0,2,-48,-48,0,124,28,0,28,"17,435","2,298",0,"11,308","31,041","7,674","38,715"
25-Apr-03,-154,30,0,0,0,-7,0,0,14,-107,-84,0,0,5,-40,0,-120,-154,0,-154,"17,440","2,258",0,"11,188","30,887","7,674","38,561"
28-Apr-03,66,74,0,0,0,-5,0,0,-4,1,0,0,-1,-98,111,0,53,66,0,66,"17,342","2,369",0,"11,242","30,952","7,674","38,626"
29-Apr-03,126,131,0,0,0,-7,-1,0,0,0,0,0,3,-36,60,0,102,126,0,126,"17,306","2,429",0,"11,344","31,079","7,674","38,753"
30-Apr-03,396,135,0,-100,100,-19,-1,0,0,0,236,0,45,88,22,0,286,396,0,396,"17,393","2,451",0,"11,630","31,475","7,674","39,149"
2-May-03,231,268,0,0,0,-10,-1,0,0,1,-18,0,-9,279,-75,0,27,231,-1,231,"17,672","2,376",0,"11,657","31,706","7,673","39,379"
5-May-03,197,220,0,0,0,4,0,0,-12,-2,0,0,-13,190,20,0,-12,197,-1,197,"17,862","2,396",0,"11,645","31,903","7,673","39,576"
6-May-03,149,209,-700,700,0,-1,-1,0,-60,0,0,0,2,20,-5,0,134,149,-1,148,"17,882","2,391",0,"11,779","32,052","7,672","39,724"
7-May-03,-75,15,0,0,0,-7,1,0,0,0,-85,0,0,122,-90,0,-107,-75,-1,-75,"18,004","2,301",0,"11,672","31,977","7,672","39,649"
8-May-03,390,400,0,0,0,-9,3,0,0,0,0,0,-4,133,34,0,223,390,-1,389,"18,136","2,335",0,"11,895","32,367","7,671","40,038"
9-May-03,494,424,0,0,0,-5,-2,0,0,1,98,0,-22,149,0,0,345,494,-1,494,"18,285","2,335",0,"12,240","32,861","7,671","40,532"
12-May-03,160,172,0,0,0,-9,-1,0,-1,1,0,0,-2,-16,51,0,125,160,-1,160,"18,270","2,386",0,"12,365","33,021","7,670","40,691"
13-May-03,245,252,0,0,0,-4,-2,0,0,0,0,0,-1,-78,-21,0,344,245,-1,244,"18,192","2,365",0,"12,709","33,266","7,670","40,936"
14-May-03,-106,35,"-1,200","1,200",0,-8,-1,0,0,0,-131,0,0,-38,-55,0,-13,-106,-1,-106,"18,154","2,310",0,"12,697","33,160","7,669","40,830"
15-May-03,61,44,0,0,0,1,0,0,0,0,0,0,17,-5,12,0,55,61,-1,61,"18,149","2,322",0,"12,751","33,222","7,669","40,891"
16-May-03,151,1,0,0,0,-8,-137,0,2,0,-60,0,353,24,-5,0,133,151,-1,151,"18,172","2,317",0,"12,884","33,373","7,668","41,041"
19-May-03,58,-1,0,0,0,46,0,0,0,1,0,0,12,-88,93,0,53,58,-1,58,"18,085","2,410",0,"12,937","33,431","7,668","41,099"
20-May-03,240,248,0,0,0,-6,-3,0,0,3,0,0,-2,22,-78,0,297,240,-1,240,"18,106","2,332",0,"13,234","33,672","7,667","41,339"
21-May-03,159,23,0,0,0,6,-1,0,-30,0,-70,231,1,47,-61,0,173,159,-231,-72,"18,153","2,271",0,"13,407","33,831","7,436","41,267"
22-May-03,90,-3,0,0,0,-4,2,0,0,0,0,92,2,21,-9,0,78,90,-93,-3,"18,174","2,262",0,"13,484","33,921","7,343","41,264"
23-May-03,-181,6,0,0,0,-9,1,0,-1,-16,-165,4,0,27,-9,0,-199,-181,-5,-185,"18,202","2,253",0,"13,285","33,740","7,339","41,079"
26-May-03,10,-4,0,0,0,1,1,0,-2,1,0,14,-1,-111,93,0,28,10,-14,-4,"18,090","2,346",0,"13,313","33,750","7,324","41,074"
27-May-03,145,17,-200,200,0,-65,0,0,0,-1,0,185,9,-81,51,0,175,145,-185,-40,"18,009","2,397",0,"13,488","33,894","7,139","41,034"
28-May-03,-88,-6,0,0,0,-5,-2,0,0,0,-129,51,3,2,31,0,-122,-88,-51,-140,"18,011","2,428",0,"13,367","33,806","7,088","40,894"
29-May-03,371,13,0,0,0,-7,-1,0,0,1,0,353,12,37,38,0,295,371,-367,3,"18,048","2,466",0,"13,662","34,177","6,721","40,898"
30-May-03,-27,13,0,0,0,-23,1,0,-39,1,0,30,-9,134,78,0,-240,-27,-30,-58,"18,183","2,544",0,"13,422","34,149","6,691","40,840"
2-Jun-03,145,46,0,0,0,5,5,0,0,0,0,53,36,236,-58,0,-33,145,-55,90,"18,419","2,486",0,"13,390","34,294","6,636","40,930"
3-Jun-03,208,143,0,0,0,-6,0,0,0,-67,0,134,4,132,3,0,73,208,-153,55,"18,551","2,489",0,"13,463","34,502","6,483","40,985"
4-Jun-03,97,85,0,0,0,4,0,0,0,1,-63,70,0,110,6,0,-19,97,-74,23,"18,661","2,495",0,"13,443","34,599","6,409","41,008"
5-Jun-03,109,87,0,0,0,-7,0,0,0,0,0,12,17,211,-18,0,-84,109,-13,95,"18,872","2,477",0,"13,359","34,708","6,396","41,104"
6-Jun-03,141,121,0,0,0,-8,0,0,0,0,-6,37,-1,265,-56,0,-67,141,-44,98,"19,136","2,421",0,"13,292","34,849","6,352","41,201"
9-Jun-03,265,209,0,0,0,0,0,0,0,1,0,58,-4,109,38,0,118,265,-64,201,"19,245","2,459",0,"13,410","35,114","6,288","41,402"
10-Jun-03,256,240,0,0,0,-18,-4,0,0,0,0,26,13,20,49,0,188,256,-27,230,"19,265","2,508",0,"13,597","35,370","6,262","41,632"
11-Jun-03,-105,79,0,0,0,-189,-3,0,0,1,-26,36,-1,-83,66,0,-87,-105,-41,-146,"19,181","2,574",0,"13,510","35,265","6,220","41,486"
12-Jun-03,450,64,0,0,0,159,1,0,0,1,0,90,135,-11,21,0,440,450,-96,354,"19,170","2,595",0,"13,950","35,715","6,125","41,840"
13-Jun-03,528,289,-300,300,0,23,-1,0,-1,-1,173,48,-3,74,-14,0,468,528,-56,472,"19,244","2,581",0,"14,418","36,243","6,069","42,312"
17-Jun-03,305,253,0,0,0,-11,0,0,0,2,0,69,-8,-89,132,0,262,305,-74,231,"19,155","2,713",0,"14,680","36,548","5,995","42,543"
18-Jun-03,218,197,0,0,0,-43,0,0,0,1,-3,67,-1,-82,-10,0,310,218,-75,143,"19,074","2,703",0,"14,989","36,766","5,920","42,686"
19-Jun-03,38,98,0,0,0,-111,0,0,0,1,0,51,0,1,-26,0,64,38,-56,-17,"19,075","2,677",0,"15,053","36,805","5,864","42,669"
20-Jun-03,168,98,0,0,0,-7,0,0,-2,0,-8,85,1,108,-101,0,160,168,-90,77,"19,183","2,576",0,"15,213","36,972","5,774","42,746"
23-Jun-03,298,251,0,0,0,-2,0,0,0,1,-2,44,5,0,22,0,276,298,-48,250,"19,183","2,598",0,"15,489","37,270","5,726","42,996"
24-Jun-03,281,219,0,0,0,12,2,0,0,1,0,37,11,-22,-18,0,321,281,-44,237,"19,161","2,580",0,"15,810","37,551","5,682","43,233"
25-Jun-03,-98,91,0,0,0,26,3,0,0,1,-245,33,-6,-36,40,0,-101,-98,-35,-132,"19,125","2,620",0,"15,709","37,453","5,647","43,100"
26-Jun-03,272,161,0,0,0,-3,-1,0,0,0,0,108,6,8,84,0,180,272,-110,161,"19,133","2,704",0,"15,888","37,725","5,537","43,261"
27-Jun-03,-103,35,0,0,0,-10,0,0,0,1,-206,54,23,166,-15,0,-254,-103,-61,-164,"19,298","2,689",0,"15,635","37,622","5,476","43,098"
30-Jun-03,53,36,0,0,0,-23,-4,0,0,1,0,33,9,191,68,0,-206,53,-40,12,"19,489","2,757",0,"15,428","37,675","5,435","43,110"
1-Jul-03,244,62,125,0,0,9,1,0,0,1,0,34,13,253,-34,0,25,244,-35,208,"19,742","2,723",0,"15,453","37,918","5,400","43,318"
2-Jul-03,-154,70,0,0,0,-3,0,0,0,-55,-180,14,0,227,36,0,-417,-154,-19,-173,"19,969","2,759",0,"15,037","37,764","5,381","43,145"
3-Jul-03,180,35,125,0,0,1,0,0,0,0,0,19,0,256,24,0,-100,180,-20,160,"20,225","2,783",0,"14,936","37,944","5,362","43,306"
4-Jul-03,-146,-3,0,0,0,-7,2,0,0,0,-152,8,6,319,-70,0,-395,-146,-14,-159,"20,544","2,713",0,"14,542","37,799","5,348","43,147"
7-Jul-03,176,159,0,0,0,-3,0,0,0,1,0,20,-1,307,7,0,-138,176,-23,153,"20,851","2,720",0,"14,403","37,974","5,325","43,300"
8-Jul-03,139,94,0,0,0,20,0,0,0,0,0,22,2,68,145,0,-74,139,-31,108,"20,919","2,865",0,"14,329","38,113","5,294","43,407"
10-Jul-03,-102,108,0,0,0,8,0,0,0,1,-219,7,-6,164,-36,0,-230,-102,-10,-112,"21,083","2,829",0,"14,099","38,011","5,284","43,296"
11-Jul-03,-122,91,0,0,0,-6,0,0,0,0,-192,12,-27,74,-56,0,-140,-122,-13,-135,"21,157","2,773",0,"13,959","37,889","5,271","43,160"
14-Jul-03,99,72,0,0,0,-6,-1,0,0,1,0,17,17,-65,33,0,131,99,-18,80,"21,091","2,806",0,"14,090","37,988","5,253","43,240"
15-Jul-03,192,165,0,0,0,0,0,0,0,0,0,27,0,-82,-6,0,280,192,-32,160,"21,010","2,800",0,"14,370","38,180","5,221","43,401"
16-Jul-03,-219,32,0,0,0,-19,0,0,0,0,-289,57,-1,-12,-60,0,-148,-219,-70,-290,"20,998","2,740",0,"14,222","37,961","5,150","43,111"
17-Jul-03,-288,105,-180,180,0,-413,0,0,0,0,0,17,3,85,-36,0,-337,-288,-17,-305,"21,084","2,704",0,"13,886","37,673","5,133","42,806"
18-Jul-03,5,87,0,0,0,-2,-1,0,0,0,-98,18,0,78,22,0,-95,5,-19,-14,"21,162","2,726",0,"13,791","37,678","5,114","42,792"
21-Jul-03,153,70,0,0,0,60,-2,0,0,1,0,24,0,-3,13,0,143,153,-24,129,"21,159","2,739",0,"13,934","37,832","5,089","42,921"
22-Jul-03,125,118,0,0,0,-8,0,0,0,0,0,14,1,9,-78,0,194,125,-15,110,"21,168","2,661",0,"14,128","37,957","5,074","43,031"
23-Jul-03,-123,48,0,0,0,-10,0,0,0,0,-174,14,-1,-52,-28,0,-43,-123,-15,-138,"21,116","2,633",0,"14,085","37,834","5,059","42,893"
24-Jul-03,199,99,0,0,0,73,9,0,0,0,0,14,4,-6,-15,0,221,199,-15,185,"21,110","2,618",0,"14,306","38,034","5,044","43,078"
25-Jul-03,20,77,0,0,0,-10,-9,0,0,0,-117,86,-7,10,-25,0,35,20,-88,-67,"21,120","2,593",0,"14,341","38,054","4,957","43,011"
28-Jul-03,107,45,0,0,0,8,0,0,0,1,0,52,1,-93,105,0,95,107,-52,55,"21,027","2,698",0,"14,436","38,161","4,904","43,066"
29-Jul-03,299,72,0,0,0,8,0,0,0,0,0,217,2,-35,37,0,297,299,-217,82,"20,992","2,735",0,"14,734","38,461","4,687","43,147"
30-Jul-03,71,-12,0,0,0,0,0,0,-250,-1,69,266,0,14,67,0,-10,71,-266,-195,"21,006","2,802",0,"14,724","38,532","4,420","42,952"
31-Jul-03,42,19,0,0,0,-10,9,0,0,0,0,31,-7,69,136,0,-163,42,-34,8,"21,075","2,938",0,"14,561","38,573","4,387","42,960"
1-Aug-03,128,-11,-200,0,0,387,0,0,8,0,-109,43,9,312,-83,0,-101,128,-44,84,"21,387","2,855",0,"14,459","38,701","4,343","43,044"
4-Aug-03,-442,15,-400,0,0,193,-7,0,-2,-68,0,15,-188,190,35,0,-667,-442,-16,-458,"21,577","2,890",0,"13,792","38,259","4,327","42,586"
5-Aug-03,23,10,0,0,0,-9,-1,0,0,0,0,21,2,87,44,0,-108,23,-22,2,"21,664","2,934",0,"13,684","38,282","4,305","42,588"
6-Aug-03,-99,6,0,0,0,-6,-1,0,-1,0,-103,9,-3,142,-70,0,-171,-99,-10,-109,"21,806","2,864",0,"13,513","38,183","4,296","42,478"
7-Aug-03,15,5,0,0,0,-4,2,0,0,0,0,12,1,195,2,0,-182,15,-13,2,"22,001","2,866",0,"13,331","38,198","4,283","42,481"
8-Aug-03,-28,13,0,0,0,19,-2,0,0,0,-104,34,11,248,-76,0,-200,-28,-35,-63,"22,249","2,790",0,"13,131","38,170","4,247","42,418"
11-Aug-03,224,25,0,0,0,144,0,0,0,1,0,54,1,17,45,0,162,224,-55,169,"22,267","2,835",0,"13,293","38,394","4,193","42,587"
12-Aug-03,84,49,150,0,0,-167,0,0,0,-3,0,42,14,-109,12,0,181,84,-42,42,"22,158","2,847",0,"13,474","38,479","4,151","42,629"
13-Aug-03,477,44,0,0,0,-5,0,0,0,0,404,34,-1,-75,-45,0,597,477,-35,442,"22,083","2,802",0,"14,071","38,955","4,116","43,071"
14-Aug-03,68,13,0,0,0,-8,0,0,0,0,0,64,0,-33,10,0,91,68,-65,3,"22,050","2,812",0,"14,162","39,024","4,051","43,075"
15-Aug-03,-16,-8,0,0,0,10,0,0,1,0,-61,41,1,45,-71,0,10,-16,-41,-58,"22,095","2,741",0,"14,172","39,007","4,010","43,017"
19-Aug-03,321,27,0,0,0,216,0,0,0,1,0,75,1,-228,179,0,370,321,-76,245,"21,867","2,920",0,"14,541","39,328","3,934","43,262"
20-Aug-03,23,43,0,0,0,-22,0,0,1,0,-5,8,0,-39,-112,0,175,23,-8,15,"21,827","2,808",0,"14,716","39,351","3,926","43,278"
21-Aug-03,75,15,0,0,0,7,0,0,0,0,6,44,3,39,-76,0,113,75,-44,31,"21,866","2,732",0,"14,829","39,427","3,882","43,308"
22-Aug-03,-74,4,0,0,0,24,5,0,0,0,-173,61,5,51,-110,0,-16,-74,-62,-136,"21,917","2,622",0,"14,813","39,352","3,820","43,173"
25-Aug-03,34,-1,0,0,0,-22,0,0,0,1,0,53,3,-60,73,0,21,34,-54,-20,"21,857","2,695",0,"14,834","39,386","3,766","43,153"
26-Aug-03,189,26,0,0,0,25,0,0,0,0,0,133,5,-87,-9,0,286,189,-133,56,"21,770","2,686",0,"15,120","39,576","3,633","43,209"
27-Aug-03,16,30,0,0,0,4,-5,0,0,2,-54,41,0,14,24,0,-22,16,-42,-25,"21,784","2,710",0,"15,098","39,592","3,591","43,183"
28-Aug-03,37,-2,0,0,0,-4,-9,0,0,-4,0,43,13,61,86,0,-110,37,-44,-7,"21,845","2,796",0,"14,988","39,629","3,547","43,176"
29-Aug-03,184,-5,0,0,0,-10,0,0,0,0,-12,43,169,165,67,0,-48,184,-43,141,"22,010","2,863",0,"14,940","39,813","3,504","43,317"
