Fecha,Total,"Al Sector
 Privado y Otros",Al Tesoro Nacional,Adelantos Transitorios,Transferencia de Utilidades ,Resto,Pases,LELIQ,Redescuentos y Adelantos,"Intereses, Primas y Remun. Ctas. Ctes.",LEBAC y NOBAC,Rescate de Cuasimonedas,Otros,"Billetes y Monedas en Poder del Público
(1)","Billetes y Monedas en Entidades
(2)","Cheques Cancelatorios
(3)","Base Monetaria	Cuenta 
Corriente 
en el BCRA 
(4)","Base Monetaria más cuasimonedas        
Cuasimonedas Total
(5) = (1+2+3+4)","Base Monetaria más cuasimonedas        
Cuasimonedas
(6)","Base Monetaria más cuasimonedas	Total 
(7) = (5+6)","Billetes y Monedas en Poder del Público
(8)","Billetes y Monedas en Entidades
(9)","Cheques Cancelatorios
(10)","Cuenta Corriente 
en el BCRA
(11)",Saldo diario total,"Cuasimonedas
(13)","Total 
(14) = (12+13)"
15-Jul-05,-137,296,0,0,0,-20,-422,0,0,1,0,0,8,-43,-187,0,93,-137,0,-137,"36,849","4,006",0,"13,556","54,411",0,"54,411"
18-Jul-05,-15,122,0,0,0,-7,-129,0,0,1,0,0,-1,-250,149,0,86,-15,0,-15,"36,599","4,155",0,"13,642","54,396",0,"54,396"
19-Jul-05,152,239,0,0,0,52,-200,0,0,1,60,0,1,-194,36,0,310,152,0,152,"36,406","4,191",0,"13,952","54,548",0,"54,548"
20-Jul-05,-329,249,0,0,0,27,-344,0,0,1,-263,0,0,-87,-280,0,38,-329,0,-329,"36,318","3,911",0,"13,990","54,219",0,"54,219"
21-Jul-05,-169,377,0,-350,0,6,-237,0,0,1,34,0,0,-28,59,0,-200,-169,0,-169,"36,290","3,970",0,"13,790","54,050",0,"54,050"
22-Jul-05,-215,113,0,0,0,-9,-324,0,0,1,0,0,4,44,-184,0,-75,-215,0,-215,"36,334","3,786",0,"13,715","53,835",0,"53,835"
25-Jul-05,534,26,0,0,0,-3,509,0,0,1,0,0,1,-94,128,0,499,534,0,534,"36,240","3,914",0,"14,214","54,369",0,"54,369"
26-Jul-05,143,218,0,0,0,2,-78,0,0,0,0,0,1,-130,303,0,-30,143,0,143,"36,111","4,217",0,"14,184","54,512",0,"54,512"
27-Jul-05,-240,0,0,0,0,-11,-65,0,0,25,-364,0,174,-6,-17,0,-218,-240,0,-240,"36,105","4,200",0,"13,967","54,272",0,"54,272"
28-Jul-05,66,0,"-1,000","1,000",0,3,26,0,0,3,0,0,33,44,211,0,-189,66,0,66,"36,149","4,411",0,"13,777","54,337",0,"54,337"
29-Jul-05,55,0,-611,0,0,573,-38,0,0,1,0,0,131,313,-65,0,-193,55,0,55,"36,462","4,346",0,"13,585","54,392",0,"54,392"
1-Aug-05,387,4,0,0,0,195,180,0,0,1,0,0,6,221,129,0,37,387,0,387,"36,683","4,475",0,"13,622","54,779",0,"54,779"
2-Aug-05,-360,322,0,0,0,-159,-108,0,-370,-46,0,0,0,164,38,0,-562,-360,0,-360,"36,847","4,513",0,"13,060","54,419",0,"54,419"
3-Aug-05,632,506,0,0,0,156,-8,0,-116,-8,137,0,-35,186,-78,0,523,632,0,632,"37,033","4,435",0,"13,583","55,051",0,"55,051"
4-Aug-05,-103,268,0,0,0,-76,-98,0,-205,1,0,0,8,366,-113,0,-356,-103,0,-103,"37,398","4,322",0,"13,228","54,948",0,"54,948"
5-Aug-05,-412,365,0,0,0,-362,-421,0,0,1,0,0,6,397,-276,0,-532,-412,0,-412,"37,795","4,046",0,"12,695","54,536",0,"54,536"
8-Aug-05,377,202,0,0,0,353,-56,0,0,1,0,0,-123,32,31,0,314,377,0,377,"37,827","4,077",0,"13,010","54,914",0,"54,914"
9-Aug-05,110,195,0,0,0,-7,-175,0,0,1,0,0,97,-278,255,0,133,110,0,110,"37,549","4,332",0,"13,143","55,024",0,"55,024"
10-Aug-05,-139,312,0,0,0,-6,-243,0,0,1,-204,0,1,-68,-299,0,229,-139,0,-139,"37,481","4,033",0,"13,371","54,885",0,"54,885"
11-Aug-05,20,260,0,0,0,-182,-60,0,0,1,0,0,1,-76,150,0,-54,20,0,20,"37,404","4,183",0,"13,318","54,905",0,"54,905"
12-Aug-05,227,118,0,0,0,150,-23,0,0,1,0,0,-19,6,-159,0,380,227,0,227,"37,410","4,024",0,"13,697","55,132",0,"55,132"
16-Aug-05,328,158,0,0,0,4,165,0,0,2,0,0,0,-359,275,0,412,328,0,328,"37,051","4,299",0,"14,110","55,460",0,"55,460"
17-Aug-05,"-2,014",221,0,0,0,-23,"-1,661",0,0,1,-566,0,14,-273,-58,0,"-1,684","-2,014",0,"-2,014","36,779","4,241",0,"12,426","53,446",0,"53,446"
18-Aug-05,-153,159,0,0,0,-6,-306,0,0,1,0,0,0,-27,-160,0,34,-153,0,-153,"36,752","4,081",0,"12,460","53,293",0,"53,293"
19-Aug-05,-197,0,0,0,0,15,-215,0,0,1,0,0,2,120,-337,0,21,-197,0,-197,"36,871","3,744",0,"12,481","53,096",0,"53,096"
22-Aug-05,-22,167,0,0,0,33,-223,0,0,1,0,0,1,-183,106,0,55,-22,0,-22,"36,689","3,850",0,"12,536","53,074",0,"53,074"
23-Aug-05,-369,10,0,-400,0,25,-3,0,0,1,0,0,-2,-128,-7,0,-234,-369,0,-369,"36,561","3,843",0,"12,301","52,705",0,"52,705"
24-Aug-05,65,16,0,0,0,-94,-78,0,0,1,218,0,1,-85,-30,0,180,65,0,65,"36,476","3,813",0,"12,481","52,770",0,"52,770"
25-Aug-05,412,155,0,0,0,-1,255,0,0,1,0,0,2,69,-24,0,367,412,0,412,"36,545","3,789",0,"12,848","53,182",0,"53,182"
26-Aug-05,16,96,0,750,0,-763,-70,0,0,1,0,0,2,124,13,0,-122,16,0,16,"36,669","3,802",0,"12,726","53,198",0,"53,198"
29-Aug-05,-210,108,0,0,0,4,-349,0,0,1,0,0,25,-182,441,0,-469,-210,0,-210,"36,487","4,243",0,"12,257","52,987",0,"52,987"
30-Aug-05,"1,748",320,0,0,0,-95,"1,423",0,-37,2,0,0,133,22,125,0,"1,600","1,748",0,"1,748","36,509","4,368",0,"13,858","54,735",0,"54,735"
31-Aug-05,794,226,-524,-350,0,834,604,0,0,1,3,0,-1,203,49,0,542,794,0,794,"36,712","4,417",0,"14,400","55,529",0,"55,529"
1-Sep-05,"-1,767",159,0,0,0,31,"-1,978",0,0,1,12,0,7,297,31,0,"-2,095","-1,767",0,"-1,767","37,008","4,448",0,"12,305","53,761",0,"53,761"
2-Sep-05,-512,232,0,0,0,-6,"1,644",0,"-2,341",-47,0,0,6,460,-89,0,-883,-512,0,-512,"37,468","4,359",0,"11,422","53,249",0,"53,249"
5-Sep-05,339,0,0,0,0,-8,156,0,0,1,0,0,188,274,-16,0,81,339,0,339,"37,742","4,343",0,"11,503","53,588",0,"53,588"
6-Sep-05,-209,287,0,0,0,-6,-450,0,0,0,0,0,-39,159,-79,0,-288,-209,0,-209,"37,901","4,264",0,"11,214","53,379",0,"53,379"
7-Sep-05,-46,555,0,0,0,-4,-267,0,0,0,-419,0,90,153,-126,0,-74,-46,0,-46,"38,054","4,138",0,"11,141","53,333",0,"53,333"
8-Sep-05,27,166,-350,350,0,-6,-134,0,0,1,0,0,1,97,-49,0,-20,27,0,27,"38,150","4,089",0,"11,120","53,360",0,"53,360"
9-Sep-05,-60,64,0,0,0,-6,-124,0,0,1,0,0,5,-15,-49,0,4,-60,0,-60,"38,136","4,040",0,"11,124","53,300",0,"53,300"
12-Sep-05,182,58,0,0,0,-5,136,0,0,1,0,0,-8,-258,175,0,266,182,0,182,"37,877","4,215",0,"11,390","53,482",0,"53,482"
13-Sep-05,-122,85,0,0,0,-7,-201,0,0,1,0,0,0,-276,-46,0,200,-122,0,-122,"37,601","4,169",0,"11,590","53,360",0,"53,360"
14-Sep-05,-602,55,0,0,0,-55,249,0,0,1,-852,0,0,-119,-111,0,-373,-602,0,-602,"37,483","4,058",0,"11,217","52,758",0,"52,758"
15-Sep-05,529,92,0,0,0,29,405,0,0,1,0,0,3,-44,-110,0,683,529,0,529,"37,439","3,948",0,"11,900","53,287",0,"53,287"
16-Sep-05,-99,181,-850,0,0,-6,573,0,0,1,0,0,1,36,-168,0,32,-99,0,-99,"37,475","3,780",0,"11,933","53,188",0,"53,188"
19-Sep-05,-122,57,0,0,0,56,-237,0,0,1,0,0,0,-284,213,0,-51,-122,0,-122,"37,191","3,993",0,"11,881","53,065",0,"53,065"
20-Sep-05,-13,88,0,0,0,-6,-95,0,0,1,0,0,0,-144,-74,0,205,-13,0,-13,"37,048","3,919",0,"12,086","53,053",0,"53,053"
21-Sep-05,-491,98,-130,0,0,28,49,0,0,1,-530,0,-7,2,-154,0,-339,-491,0,-491,"37,050","3,765",0,"11,747","52,562",0,"52,562"
22-Sep-05,360,104,0,0,0,-14,270,0,0,1,0,0,0,52,-87,0,395,360,0,360,"37,102","3,678",0,"12,142","52,922",0,"52,922"
23-Sep-05,291,113,-170,170,0,-5,182,0,0,1,0,0,0,113,-94,0,272,291,0,291,"37,215","3,584",0,"12,414","53,213",0,"53,213"
26-Sep-05,-510,120,0,0,0,-2,-631,0,0,1,0,0,1,-201,345,0,-654,-510,0,-510,"37,014","3,929",0,"11,760","52,703",0,"52,703"
27-Sep-05,25,132,0,0,0,-5,-106,0,0,1,0,0,4,-109,143,0,-9,25,0,25,"36,906","4,072",0,"11,750","52,728",0,"52,728"
28-Sep-05,-243,99,0,0,0,-20,-228,0,0,1,-111,0,15,18,134,0,-396,-243,0,-243,"36,924","4,206",0,"11,355","52,485",0,"52,485"
29-Sep-05,-258,49,0,0,0,-186,-124,0,0,1,0,0,2,177,128,0,-563,-258,0,-258,"37,101","4,334",0,"10,792","52,227",0,"52,227"
30-Sep-05,416,193,0,0,0,-374,602,0,0,1,0,0,-6,335,-38,0,119,416,0,416,"37,436","4,296",0,"10,911","52,643",0,"52,643"
3-Oct-05,"1,289",288,395,-395,0,216,781,0,0,1,0,0,3,318,149,0,822,"1,289",0,"1,289","37,754","4,445",0,"11,733","53,932",0,"53,932"
4-Oct-05,-196,282,0,0,0,-3,"1,218",0,"-1,579",-44,0,0,-70,154,-33,0,-317,-196,0,-196,"37,908","4,412",0,"11,416","53,736",0,"53,736"
5-Oct-05,563,195,0,0,0,-6,183,0,0,1,230,0,-41,254,-62,0,371,563,0,563,"38,162","4,350",0,"11,787","54,298",0,"54,298"
6-Oct-05,270,193,-395,395,0,-196,157,0,0,26,0,0,89,476,-86,0,-120,270,0,270,"38,637","4,264",0,"11,666","54,568",0,"54,568"
7-Oct-05,458,234,0,0,0,-5,201,0,0,26,0,0,2,285,-42,0,216,458,0,458,"38,922","4,222",0,"11,882","55,026",0,"55,026"
11-Oct-05,225,106,0,0,0,-5,98,0,0,24,0,0,2,-192,191,0,227,225,0,225,"38,730","4,413",0,"12,109","55,251",0,"55,251"
12-Oct-05,-106,197,0,-516,0,-7,261,0,0,6,-23,0,-25,-256,-29,0,179,-106,0,-106,"38,474","4,384",0,"12,288","55,145",0,"55,145"
13-Oct-05,240,0,0,516,0,-6,-276,0,0,1,0,0,5,-64,-160,0,464,240,0,240,"38,410","4,224",0,"12,751","55,385",0,"55,385"
14-Oct-05,61,93,0,0,0,-28,-56,0,0,1,0,0,51,99,-252,0,214,61,0,61,"38,509","3,972",0,"12,965","55,446",0,"55,446"
17-Oct-05,71,183,0,0,0,1,-122,0,0,0,0,0,7,-312,277,0,106,71,0,71,"38,197","4,249",0,"13,071","55,517",0,"55,517"
18-Oct-05,208,325,0,0,0,-117,-13,0,0,0,0,0,14,-176,-123,0,507,208,0,208,"38,021","4,126",0,"13,578","55,725",0,"55,725"
19-Oct-05,-268,26,0,0,0,56,-358,0,0,0,8,0,0,-97,-111,0,-61,-268,0,-268,"37,924","4,015",0,"13,518","55,457",0,"55,457"
20-Oct-05,-461,8,0,-700,0,14,209,0,0,1,7,0,1,92,-198,0,-356,-461,0,-461,"38,016","3,817",0,"13,162","54,995",0,"54,995"
21-Oct-05,178,10,0,0,0,-57,249,0,0,1,-20,0,-4,137,-122,0,162,178,0,178,"38,154","3,695",0,"13,324","55,173",0,"55,173"
24-Oct-05,-212,4,0,0,0,0,-220,0,0,1,0,0,5,-91,137,0,-258,-212,0,-212,"38,062","3,832",0,"13,067","54,961",0,"54,961"
25-Oct-05,409,5,0,0,0,-14,418,0,0,0,0,0,0,-167,146,0,431,409,0,409,"37,895","3,978",0,"13,498","55,371",0,"55,371"
26-Oct-05,163,1,0,0,0,-13,257,0,0,1,-81,0,-1,23,37,0,103,163,0,163,"37,919","4,015",0,"13,600","55,534",0,"55,534"
27-Oct-05,850,-60,"-1,090","1,090",0,699,200,0,0,1,0,0,10,115,144,0,591,850,0,850,"38,034","4,159",0,"14,192","56,384",0,"56,384"
28-Oct-05,-241,2,0,0,0,-8,-231,0,0,1,0,0,-4,170,197,0,-608,-241,0,-241,"38,204","4,356",0,"13,583","56,143",0,"56,143"
31-Oct-05,-233,-73,0,0,0,-95,-130,0,0,1,0,0,64,170,143,0,-546,-233,0,-233,"38,374","4,499",0,"13,037","55,910",0,"55,910"
1-Nov-05,-181,0,0,0,0,-156,-34,0,0,0,0,0,8,129,102,0,-412,-181,0,-181,"38,502","4,601",0,"12,625","55,729",0,"55,729"
2-Nov-05,-329,1,0,0,0,-7,-141,0,-135,-35,-9,0,-3,309,-56,0,-582,-329,0,-329,"38,811","4,545",0,"12,043","55,400",0,"55,400"
3-Nov-05,-184,16,0,0,0,28,-230,0,0,0,0,0,2,309,41,0,-534,-184,0,-184,"39,120","4,586",0,"11,509","55,216",0,"55,216"
4-Nov-05,67,12,0,0,0,-7,122,0,0,1,0,0,-60,513,-296,0,-150,67,0,67,"39,633","4,290",0,"11,359","55,282",0,"55,282"
7-Nov-05,172,55,0,0,0,146,-78,0,0,1,0,0,48,218,-123,0,77,172,0,172,"39,851","4,167",0,"11,435","55,454",0,"55,454"
8-Nov-05,204,226,0,0,0,-7,6,0,0,1,0,0,-21,-142,3,0,343,204,0,204,"39,709","4,170",0,"11,779","55,658",0,"55,658"
9-Nov-05,143,78,175,-450,0,-6,381,0,0,1,-69,0,33,-197,30,0,310,143,0,143,"39,512","4,200",0,"12,088","55,801",0,"55,801"
10-Nov-05,168,20,0,450,0,-6,-317,0,0,22,0,0,-1,-50,-33,0,251,168,0,168,"39,462","4,167",0,"12,339","55,969",0,"55,969"
11-Nov-05,-95,0,0,0,0,-133,49,0,0,1,0,0,-11,0,-97,0,2,-95,0,-95,"39,462","4,070",0,"12,342","55,874",0,"55,874"
14-Nov-05,-12,10,842,-842,0,-1,-28,0,0,7,0,0,0,-303,261,0,30,-12,0,-12,"39,160","4,331",0,"12,371","55,862",0,"55,862"
15-Nov-05,447,209,0,0,0,-14,250,0,0,1,0,0,1,-207,-150,0,804,447,0,447,"38,953","4,181",0,"13,175","56,309",0,"56,309"
16-Nov-05,-902,259,0,"-1,000",0,-444,-447,0,0,0,727,0,2,-105,-89,0,-708,-902,0,-902,"38,847","4,092",0,"12,468","55,407",0,"55,407"
17-Nov-05,"1,197",37,-842,"1,842",0,-7,165,0,0,1,0,0,2,-18,-110,0,"1,325","1,197",0,"1,197","38,829","3,982",0,"13,792","56,604",0,"56,604"
18-Nov-05,47,67,0,0,0,-7,-13,0,0,1,0,0,0,55,-128,0,120,47,0,47,"38,885","3,854",0,"13,912","56,651",0,"56,651"
21-Nov-05,-266,187,0,-825,0,600,-226,0,0,1,0,0,-2,-178,160,0,-248,-266,0,-266,"38,707","4,014",0,"13,664","56,385",0,"56,385"
22-Nov-05,51,48,0,0,0,15,-13,0,0,1,0,0,1,-143,-18,0,212,51,0,51,"38,564","3,996",0,"13,876","56,436",0,"56,436"
23-Nov-05,-298,20,0,0,0,-6,-367,0,0,1,29,0,24,-52,-17,0,-229,-298,0,-298,"38,512","3,979",0,"13,647","56,137",0,"56,137"
24-Nov-05,658,0,0,0,0,-6,666,0,0,1,0,0,-3,55,-5,0,608,658,0,658,"38,567","3,974",0,"14,255","56,796",0,"56,796"
25-Nov-05,-778,19,0,"-1,260",0,-152,610,0,0,1,0,0,4,98,56,0,-933,-778,0,-778,"38,665","4,030",0,"13,322","56,017",0,"56,017"
28-Nov-05,-634,1,0,0,0,-296,-337,0,0,1,0,0,-4,-138,419,0,-916,-634,0,-634,"38,527","4,449",0,"12,406","55,383",0,"55,383"
29-Nov-05,-106,1,0,0,0,1,-106,0,0,1,0,0,-3,-41,198,0,-263,-106,0,-106,"38,486","4,647",0,"12,143","55,276",0,"55,276"
30-Nov-05,615,34,0,0,0,193,-303,0,0,1,691,0,-1,240,-37,0,413,615,0,615,"38,726","4,610",0,"12,555","55,891",0,"55,891"
1-Dec-05,"1,538",131,0,"1,100",0,-6,279,0,0,0,30,0,4,343,77,0,"1,117","1,538",0,"1,538","39,070","4,687",0,"13,673","57,429",0,"57,429"
2-Dec-05,-505,151,0,0,0,-8,309,0,-920,-37,0,0,1,638,-126,0,"-1,017",-505,0,-505,"39,707","4,561",0,"12,656","56,924",0,"56,924"
5-Dec-05,-163,133,0,0,0,-2,-288,0,0,1,53,0,-60,392,134,0,-689,-163,0,-163,"40,099","4,695",0,"11,967","56,761",0,"56,761"
6-Dec-05,-351,131,-260,0,0,-23,-245,0,0,0,0,0,47,262,-30,0,-583,-351,0,-351,"40,361","4,665",0,"11,384","56,410",0,"56,410"
7-Dec-05,"-1,035",125,0,0,0,-6,-941,0,0,0,-189,0,-25,422,-160,0,"-1,298","-1,035",0,"-1,035","40,784","4,505",0,"10,086","55,375",0,"55,375"
9-Dec-05,-272,119,0,0,0,-9,-433,0,0,1,0,0,50,214,-30,0,-456,-272,0,-272,"40,998","4,475",0,"9,631","55,104",0,"55,104"
12-Dec-05,55,2,0,0,0,-8,82,0,0,1,0,0,-22,-199,365,0,-112,55,0,55,"40,799","4,840",0,"9,519","55,158",0,"55,158"
13-Dec-05,93,65,0,0,0,-137,149,0,0,1,0,0,15,-233,24,0,302,93,0,93,"40,566","4,864",0,"9,821","55,251",0,"55,251"
14-Dec-05,-103,298,-80,0,0,6,68,0,0,2,-426,0,28,-96,-46,0,39,-103,0,-103,"40,470","4,818",0,"9,860","55,148",0,"55,148"
15-Dec-05,567,303,0,0,0,-252,514,0,0,0,0,0,2,57,2,0,508,567,0,567,"40,527","4,820",0,"10,368","55,715",0,"55,715"
16-Dec-05,129,3,0,0,0,241,-112,0,0,1,0,0,-3,193,-43,0,-21,129,0,129,"40,720","4,777",0,"10,348","55,844",0,"55,844"
19-Dec-05,"-1,010",0,0,0,0,-478,-516,0,-3,1,0,0,-14,58,192,0,"-1,260","-1,010",0,"-1,010","40,778","4,969",0,"9,087","54,834",0,"54,834"
20-Dec-05,-161,63,0,0,0,-10,-229,0,0,1,0,0,15,154,20,0,-335,-161,0,-161,"40,932","4,989",0,"8,752","54,673",0,"54,673"
21-Dec-05,"1,215",67,0,0,0,286,839,0,0,1,1,0,22,537,-137,0,816,"1,215",0,"1,215","41,469","4,852",0,"9,568","55,889",0,"55,889"
22-Dec-05,347,114,0,0,0,-9,242,0,0,1,0,0,-1,747,-219,0,-181,347,0,347,"42,216","4,633",0,"9,387","56,236",0,"56,236"
23-Dec-05,110,62,0,0,0,-13,58,0,0,1,0,0,3,567,-127,0,-330,110,0,110,"42,782","4,506",0,"9,057","56,346",0,"56,346"
26-Dec-05,116,0,0,0,0,-7,122,0,0,1,0,0,0,-41,304,0,-147,116,0,116,"42,742","4,810",0,"8,910","56,462",0,"56,462"
27-Dec-05,475,214,0,"1,135",0,"-1,150",267,0,0,1,0,0,9,96,60,0,319,475,0,475,"42,838","4,870",0,"9,229","56,937",0,"56,937"
28-Dec-05,"-1,275",13,0,0,0,1,"-1,460",0,0,0,170,0,0,118,34,0,"-1,427","-1,275",0,"-1,275","42,955","4,904",0,"7,802","55,662",0,"55,662"
29-Dec-05,-412,152,0,0,0,172,-785,0,-37,1,70,0,16,461,-147,0,-726,-412,0,-412,"43,416","4,757",0,"7,076","55,250",0,"55,250"
30-Dec-05,-539,114,0,0,0,-110,-384,0,0,1,-160,0,0,326,-162,0,-703,-539,0,-539,"43,742","4,595",0,"6,373","54,710",0,"54,710"
2-Jan-06,190,0,0,0,0,14,178,0,0,2,0,0,-5,-145,245,0,90,190,0,190,"43,597","4,840",0,"6,463","54,900",0,"54,900"
3-Jan-06,-77,155,0,0,0,0,454,0,-654,-35,0,0,3,-55,-16,0,-6,-77,0,-77,"43,542","4,824",0,"6,458","54,823",0,"54,823"
4-Jan-06,660,0,0,0,0,-8,360,0,0,1,367,0,-60,-62,34,0,688,660,0,660,"43,480","4,858",0,"7,145","55,483",0,"55,483"
5-Jan-06,"3,410",198,0,0,0,-8,"3,114",0,0,1,48,0,57,265,-286,0,"3,431","3,410",0,"3,410","43,744","4,572",0,"10,577","58,893",0,"58,893"
6-Jan-06,"1,038",273,0,0,0,-8,755,0,0,27,10,0,-18,266,-254,0,"1,026","1,038",0,"1,038","44,011","4,318",0,"11,602","59,931",0,"59,931"
9-Jan-06,149,1,0,0,0,32,70,0,0,24,0,0,23,-206,205,0,150,149,0,149,"43,805","4,523",0,"11,752","60,080",0,"60,080"
10-Jan-06,206,117,0,0,0,-7,100,0,0,2,12,0,-18,-309,14,0,501,206,0,206,"43,496","4,537",0,"12,253","60,286",0,"60,286"
11-Jan-06,352,72,0,0,0,24,53,0,0,0,221,0,-19,-294,34,0,611,352,0,352,"43,202","4,571",0,"12,864","60,637",0,"60,637"
12-Jan-06,-73,50,0,0,0,-9,-103,0,0,0,14,0,-25,-142,-91,0,160,-73,0,-73,"43,060","4,480",0,"13,024","60,564",0,"60,564"
13-Jan-06,-42,35,0,0,0,-47,-18,0,0,0,23,0,-34,-120,-87,0,165,-42,0,-42,"42,940","4,393",0,"13,189","60,522",0,"60,522"
16-Jan-06,15,19,0,0,0,14,-149,0,0,0,139,0,-9,-299,166,0,148,15,0,15,"42,641","4,559",0,"13,337","60,537",0,"60,537"
17-Jan-06,-787,78,0,"-1,800",0,"1,205",-258,0,0,0,34,0,-46,-300,-72,0,-415,-787,0,-787,"42,341","4,487",0,"12,922","59,750",0,"59,750"
18-Jan-06,100,133,0,0,0,6,-334,0,0,2,300,0,-7,-160,-144,0,404,100,0,100,"42,181","4,343",0,"13,326","59,849",0,"59,849"
19-Jan-06,38,177,0,0,0,57,-291,0,0,0,95,0,0,-63,-114,0,215,38,0,38,"42,118","4,229",0,"13,540","59,887",0,"59,887"
20-Jan-06,-14,122,0,0,0,-9,-116,0,0,0,10,0,-21,-20,-111,0,118,-14,0,-14,"42,098","4,118",0,"13,658","59,874",0,"59,874"
23-Jan-06,78,211,0,0,0,7,-171,0,0,1,32,0,-2,-209,165,0,122,78,0,78,"41,888","4,283",0,"13,780","59,951",0,"59,951"
24-Jan-06,15,187,0,0,0,-4,-163,0,0,0,0,0,-5,-157,12,0,161,15,0,15,"41,731","4,295",0,"13,941","59,967",0,"59,967"
25-Jan-06,180,62,0,0,0,-8,111,0,0,0,30,0,-16,-65,-64,0,309,180,0,180,"41,666","4,231",0,"14,250","60,147",0,"60,147"
26-Jan-06,-110,212,-400,"1,800",0,"-1,418",-312,0,-1,0,0,0,9,32,31,0,-173,-110,0,-110,"41,698","4,262",0,"14,077","60,037",0,"60,037"
27-Jan-06,-345,186,0,0,0,-312,-209,0,0,0,0,0,-11,101,34,0,-480,-345,0,-345,"41,799","4,296",0,"13,597","59,692",0,"59,692"
30-Jan-06,-39,173,0,0,0,-89,-122,0,0,1,0,0,-2,33,236,0,-308,-39,0,-39,"41,832","4,532",0,"13,289","59,653",0,"59,653"
31-Jan-06,136,160,0,0,0,-8,127,0,-90,1,0,0,-54,90,72,0,-27,136,0,136,"41,922","4,604",0,"13,262","59,789",0,"59,789"
1-Feb-06,-600,99,0,"-1,400",0,"1,233",-338,0,0,1,-200,0,5,190,-39,0,-752,-600,0,-600,"42,113","4,565",0,"12,511","59,188",0,"59,188"
2-Feb-06,-316,85,0,0,0,-9,"1,133",0,"-1,498",-31,0,0,4,260,82,0,-658,-316,0,-316,"42,373","4,647",0,"11,853","58,873",0,"58,873"
3-Feb-06,234,243,0,0,0,166,-126,0,0,-11,3,0,-40,293,-10,0,-49,234,0,234,"42,665","4,637",0,"11,804","59,107",0,"59,107"
6-Feb-06,-315,151,0,"-1,200",0,361,433,0,0,1,6,0,-68,254,-106,0,-463,-315,0,-315,"42,919","4,531",0,"11,341","58,791",0,"58,791"
7-Feb-06,80,143,0,0,0,-7,-103,0,0,0,2,0,44,18,-79,0,141,80,0,80,"42,937","4,452",0,"11,482","58,871",0,"58,871"
8-Feb-06,-180,17,0,0,0,-7,-413,0,0,0,158,0,65,-36,-63,0,-82,-180,0,-180,"42,901","4,389",0,"11,401","58,691",0,"58,691"
9-Feb-06,-237,4,0,0,0,-9,-186,0,-50,0,8,0,-4,-20,50,0,-267,-237,0,-237,"42,882","4,439",0,"11,133","58,454",0,"58,454"
10-Feb-06,311,82,0,0,0,-58,297,0,0,0,2,0,-11,-14,-122,0,447,311,0,311,"42,868","4,317",0,"11,580","58,765",0,"58,765"
13-Feb-06,17,170,0,0,0,27,-200,0,-50,1,-4,0,74,-386,195,0,209,17,0,17,"42,481","4,512",0,"11,789","58,782",0,"58,782"
14-Feb-06,-160,222,"-1,600","1,600",0,-8,-107,0,-265,0,-2,0,0,-239,-69,0,147,-160,0,-160,"42,243","4,443",0,"11,936","58,622",0,"58,622"
15-Feb-06,-308,172,0,0,0,15,-395,0,0,20,-120,0,1,-156,-162,0,10,-308,0,-308,"42,086","4,281",0,"11,947","58,314",0,"58,314"
16-Feb-06,80,229,0,0,0,-10,-141,0,0,3,0,0,0,-92,-69,0,240,80,0,80,"41,995","4,212",0,"12,187","58,394",0,"58,394"
17-Feb-06,-225,267,0,0,0,-7,-486,0,0,0,0,0,1,46,-123,0,-148,-225,0,-225,"42,041","4,089",0,"12,039","58,169",0,"58,169"
20-Feb-06,85,17,0,0,0,57,9,0,0,1,2,0,-1,-228,166,0,148,85,0,85,"41,813","4,255",0,"12,187","58,254",0,"58,254"
21-Feb-06,-62,150,-38,0,0,15,-191,0,0,0,0,0,2,-153,-63,0,154,-62,0,-62,"41,659","4,192",0,"12,341","58,192",0,"58,192"
22-Feb-06,-747,282,-38,0,0,-6,-132,0,0,2,-869,0,14,-57,-74,0,-616,-747,0,-747,"41,603","4,118",0,"11,725","57,445",0,"57,445"
23-Feb-06,532,141,-38,0,0,41,395,0,0,1,30,0,-37,75,68,0,389,532,0,532,"41,678","4,186",0,"12,113","57,977",0,"57,977"
24-Feb-06,-81,175,-38,0,0,-20,-199,0,0,1,0,0,2,84,150,0,-315,-81,0,-81,"41,762","4,336",0,"11,798","57,896",0,"57,896"
27-Feb-06,118,87,-31,0,0,20,40,0,0,1,0,0,1,-48,350,0,-184,118,0,118,"41,714","4,686",0,"11,614","58,014",0,"58,014"
28-Feb-06,-750,128,-31,0,0,-96,-315,0,-435,1,2,0,-3,127,31,0,-908,-750,0,-750,"41,841","4,717",0,"10,706","57,264",0,"57,264"
1-Mar-06,334,274,-31,0,0,14,979,0,0,1,-910,0,6,134,30,0,170,334,0,334,"41,976","4,747",0,"10,875","57,598",0,"57,598"
2-Mar-06,27,231,-31,"1,800",0,"-1,800","1,673",0,"-1,814",-28,-8,0,4,439,-134,0,-278,27,0,27,"42,414","4,613",0,"10,597","57,625",0,"57,625"
3-Mar-06,285,190,-31,0,0,8,100,0,0,0,0,0,17,319,-11,0,-24,285,0,285,"42,734","4,602",0,"10,574","57,909",0,"57,909"
6-Mar-06,313,203,-31,"-1,200",0,"1,202",197,0,0,0,0,0,-59,318,-163,0,159,313,0,313,"43,051","4,439",0,"10,732","58,223",0,"58,223"
